0.00000000,-233.00000000
0.01562500,-233.00000000
0.03125000,-230.00000000
0.04687500,-240.00000000
0.06250000,-236.00000000
0.07812500,-228.00000000
0.09375000,-222.00000000
0.10937500,-219.00000000
0.12500000,-221.00000000
0.14062500,-230.00000000
0.15625000,-229.00000000
0.17187500,-226.00000000
0.18750000,-228.00000000
0.20312500,-229.00000000
0.21875000,-222.00000000
0.23437500,-219.00000000
0.25000000,-219.00000000
0.26562500,-218.00000000
0.28125000,-219.00000000
0.29687500,-232.00000000
0.31250000,-227.00000000
0.32812500,-226.00000000
0.34375000,-226.00000000
0.35937500,-226.00000000
0.37500000,-231.00000000
0.39062500,-228.00000000
0.40625000,-228.00000000
0.42187500,-225.00000000
0.43750000,-224.00000000
0.45312500,-229.00000000
0.46875000,-225.00000000
0.48437500,-225.00000000
0.50000000,-224.00000000
0.51562500,-224.00000000
0.53125000,-222.00000000
0.54687500,-225.00000000
0.56250000,-230.00000000
0.57812500,-236.00000000
0.59375000,-236.00000000
0.60937500,-234.00000000
0.62500000,-222.00000000
0.64062500,-220.00000000
0.65625000,-225.00000000
0.67187500,-226.00000000
0.68750000,-227.00000000
0.70312500,-229.00000000
0.71875000,-227.00000000
0.73437500,-228.00000000
0.75000000,-230.00000000
0.76562500,-228.00000000
0.78125000,-230.00000000
0.79687500,-226.00000000
0.81250000,-226.00000000
0.82812500,-226.00000000
0.84375000,-226.00000000
0.85937500,-226.00000000
0.87500000,-230.00000000
0.89062500,-230.00000000
0.90625000,-229.00000000
0.92187500,-230.00000000
0.93750000,-231.00000000
0.95312500,-218.00000000
0.96875000,-239.00000000
0.98437500,-240.00000000
1.00000000,-238.00000000
1.01562500,-215.00000000
1.03125000,-213.00000000
1.04687500,-212.00000000
1.06250000,-216.00000000
1.07812500,-229.00000000
1.09375000,-199.00000000
1.10937500,-194.00000000
1.12500000,-194.00000000
1.14062500,-200.00000000
1.15625000,-216.00000000
1.17187500,-230.00000000
1.18750000,-211.00000000
1.20312500,-198.00000000
1.21875000,-196.00000000
1.23437500,-202.00000000
1.25000000,-208.00000000
1.26562500,-200.00000000
1.28125000,-197.00000000
1.29687500,-207.00000000
1.31250000,-220.00000000
1.32812500,-223.00000000
1.34375000,-204.00000000
1.35937500,-206.00000000
1.37500000,-210.00000000
1.39062500,-213.00000000
1.40625000,-209.00000000
1.42187500,-211.00000000
1.43750000,-221.00000000
1.45312500,-218.00000000
1.46875000,-210.00000000
1.48437500,-207.00000000
1.50000000,-223.00000000
1.51562500,-227.00000000
1.53125000,-196.00000000
1.54687500,-188.00000000
1.56250000,-172.00000000
1.57812500,-220.00000000
1.59375000,-206.00000000
1.60937500,-204.00000000
1.62500000,-205.00000000
1.64062500,-206.00000000
1.65625000,-207.00000000
1.67187500,-204.00000000
1.68750000,-208.00000000
1.70312500,-210.00000000
1.71875000,-211.00000000
1.73437500,-208.00000000
1.75000000,-207.00000000
1.76562500,-209.00000000
1.78125000,-210.00000000
1.79687500,-207.00000000
1.81250000,-205.00000000
1.82812500,-211.00000000
1.84375000,-207.00000000
1.85937500,-207.00000000
1.87500000,-205.00000000
1.89062500,-207.00000000
1.90625000,-208.00000000
1.92187500,-207.00000000
1.93750000,-207.00000000
1.95312500,-207.00000000
1.96875000,-208.00000000
1.98437500,-208.00000000
2.00000000,-207.00000000
2.01562500,-208.00000000
2.03125000,-206.00000000
2.04687500,-207.00000000
2.06250000,-209.00000000
2.07812500,-208.00000000
2.09375000,-207.00000000
2.10937500,-208.00000000
