0.00000000,-29642.00000000
0.01562500,-29739.00000000
0.03125000,-29926.00000000
0.04687500,-30015.00000000
0.06250000,-30101.00000000
0.07812500,-30184.00000000
0.09375000,-30265.00000000
0.10937500,-30343.00000000
0.12500000,-30492.00000000
0.14062500,-30563.00000000
0.15625000,-30632.00000000
0.17187500,-30699.00000000
0.18750000,-30764.00000000
0.20312500,-30826.00000000
0.21875000,-30946.00000000
0.23437500,-31003.00000000
0.25000000,-31058.00000000
0.26562500,-31111.00000000
0.28125000,-31163.00000000
0.29687500,-31213.00000000
0.31250000,-31309.00000000
0.32812500,-31355.00000000
0.34375000,-31399.00000000
0.35937500,-31442.00000000
0.37500000,-31483.00000000
0.39062500,-31562.00000000
0.40625000,-31600.00000000
0.42187500,-31636.00000000
0.43750000,-31672.00000000
0.45312500,-31706.00000000
0.46875000,-31739.00000000
0.48437500,-31803.00000000
0.50000000,-31833.00000000
0.51562500,-31862.00000000
0.53125000,-31890.00000000
0.54687500,-31918.00000000
0.56250000,-31944.00000000
0.57812500,-31995.00000000
0.59375000,-32019.00000000
0.60937500,-32043.00000000
0.62500000,-32065.00000000
0.64062500,-32087.00000000
0.65625000,-32109.00000000
0.67187500,-32149.00000000
0.68750000,-32169.00000000
0.70312500,-32187.00000000
0.71875000,-32206.00000000
0.73437500,-32223.00000000
0.75000000,-32240.00000000
0.76562500,-32273.00000000
0.78125000,-32288.00000000
0.79687500,-32303.00000000
0.81250000,-32318.00000000
0.82812500,-32332.00000000
0.84375000,-32359.00000000
0.85937500,-32371.00000000
0.87500000,-32384.00000000
0.89062500,-32396.00000000
0.90625000,-32408.00000000
0.92187500,-32419.00000000
0.93750000,-32440.00000000
0.95312500,-32451.00000000
0.96875000,-32461.00000000
0.98437500,-32470.00000000
1.00000000,-32479.00000000
1.01562500,-32489.00000000
1.03125000,-32506.00000000
1.04687500,-32514.00000000
1.06250000,-32522.00000000
1.07812500,-32530.00000000
1.09375000,-32537.00000000
1.10937500,-32544.00000000
1.12500000,-32558.00000000
1.14062500,-32565.00000000
1.15625000,-32571.00000000
1.17187500,-32577.00000000
1.18750000,-32583.00000000
1.20312500,-32589.00000000
1.21875000,-32600.00000000
1.23437500,-32605.00000000
1.25000000,-32610.00000000
1.26562500,-32615.00000000
1.28125000,-32620.00000000
1.29687500,-32625.00000000
1.31250000,-32634.00000000
1.32812500,-32638.00000000
1.34375000,-32642.00000000
1.35937500,-32646.00000000
1.37500000,-32650.00000000
1.39062500,-32657.00000000
1.40625000,-32661.00000000
1.42187500,-32664.00000000
1.43750000,-32667.00000000
1.45312500,-32670.00000000
1.46875000,-32673.00000000
1.48437500,-32679.00000000
1.50000000,-32682.00000000
1.51562500,-32685.00000000
1.53125000,-32687.00000000
1.54687500,-32690.00000000
1.56250000,-32692.00000000
1.57812500,-32697.00000000
1.59375000,-32699.00000000
1.60937500,-32701.00000000
1.62500000,-32704.00000000
1.64062500,-32706.00000000
1.65625000,-32708.00000000
1.67187500,-32711.00000000
1.68750000,-32713.00000000
1.70312500,-32715.00000000
1.71875000,-32717.00000000
1.73437500,-32718.00000000
1.75000000,-32721.00000000
1.76562500,-32723.00000000
1.78125000,-32724.00000000
1.79687500,-32726.00000000
1.81250000,-32727.00000000
1.82812500,-32728.00000000
1.84375000,-32731.00000000
1.85937500,-32732.00000000
1.87500000,-32733.00000000
1.89062500,-32734.00000000
1.90625000,-32735.00000000
1.92187500,-32736.00000000
1.93750000,-32738.00000000
1.95312500,-32739.00000000
1.96875000,-32740.00000000
1.98437500,-32741.00000000
2.00000000,-32742.00000000
2.01562500,-32743.00000000
2.03125000,-32744.00000000
2.04687500,-32745.00000000
2.06250000,-32746.00000000
2.07812500,-32746.00000000
