HEXOSKINTIME,VALUE
372183886191,96
372183886447,96
372183886703,96
372183886959,96
372183887215,95
372183887471,94
372183887727,94
372183887983,92
372183888239,92
372183888495,91
372183888751,90
372183889007,90
372183889263,90
372183889519,90
372183889775,90
372183890031,90
372183890287,89
372183890543,89
372183890799,88
372183891055,88
372183891311,88
372183891567,87
372183891823,87
372183892079,87
372183892335,86
372183892591,85
372183892847,85
372183893103,85
372183893359,85
372183893615,86
372183893871,86
372183894127,86
372183894383,86
372183894639,87
372183894895,87
372183895151,87
372183895407,87
372183895663,87
372183895919,87
372183896175,87
372183896431,88
372183896687,90
372183896943,91
372183897199,93
372183897455,95
372183897711,95
372183897967,97
372183898223,97
372183898479,97
372183898735,97
372183898991,97
372183899247,95
372183899503,95
372183899759,94
372183900015,92
372183900271,91
372183900527,89
372183900783,89
372183901039,88
372183901295,87
372183901551,86
372183901807,85
372183902063,85
372183902319,85
372183902575,85
372183902831,85
372183903087,84
372183903343,84
372183903599,84
372183903855,84
372183904111,84
372183904367,84
372183904623,85
372183904879,85
372183905135,85
372183905391,86
372183905647,86
372183905903,87
372183906159,88
372183906415,90
372183906671,91
372183906927,92
372183907183,92
372183907439,92
372183907695,93
372183907951,93
372183908207,94
372183908463,94
372183908719,94
372183908975,94
372183909231,94
372183909487,94
372183909743,94
372183909999,94
372183910255,94
372183910511,94
372183910767,94
372183911023,94
372183911279,94
372183911535,94
372183911791,93
372183912047,93
372183912303,93
372183912559,92
372183912815,91
372183913071,91
372183913327,90
372183913583,90
372183913839,89
372183914095,89
372183914351,89
372183914607,89
372183914863,89
372183915119,89
372183915375,89
372183915631,89
372183915887,89
372183916143,89
372183916399,89
372183916655,89
372183916911,89
372183917167,89
372183917423,89
372183917679,88
372183917935,88
372183918191,88
372183918447,88
372183918703,88
372183918959,88
372183919215,88
372183919471,87
372183919727,87
372183919983,87
372183920239,87
372183920495,87
372183920751,87
372183921007,87
372183921263,87
372183921519,87
372183921775,87
372183922031,87
372183922287,87
372183922543,87
372183922799,87
372183923055,88
372183923311,88
372183923567,89
372183923823,90
372183924079,90
372183924335,91
372183924591,91
372183924847,92
372183925103,92
372183925359,93
372183925615,94
372183925871,94
372183926127,94
372183926383,94
372183926639,93
372183926895,94
372183927151,94
372183927407,94
372183927663,94
372183927919,96
372183928175,96
372183928431,97
372183928687,97
372183928943,97
372183929199,97
372183929455,97
372183929711,96
372183929967,95
372183930223,94
372183930479,94
372183930735,94
372183930991,94
372183931247,94
372183931503,93
372183931759,92
372183932015,91
372183932271,91
372183932527,91
372183932783,90
372183933039,90
372183933295,89
372183933551,88
372183933807,87
372183934063,86
372183934319,86
372183934575,86
372183934831,87
372183935087,87
372183935343,87
372183935599,87
372183935855,88
372183936111,88
372183936367,88
372183936623,89
372183936879,89
372183937135,90
372183937391,91
372183937647,91
372183937903,92
372183938159,92
372183938415,92
372183938671,92
372183938927,92
372183939183,93
372183939439,93
372183939695,94
372183939951,94
372183940207,94
372183940463,95
372183940719,94
372183940975,94
372183941231,95
372183941487,95
372183941743,94
372183941999,93
372183942255,93
372183942511,91
372183942767,91
372183943023,90
372183943279,90
372183943535,90
372183943791,90
372183944047,89
372183944303,89
372183944559,88
372183944815,87
372183945071,87
372183945327,86
372183945583,85
372183945839,85
372183946095,83
372183946351,83
372183946607,82
372183946863,82
372183947119,82
372183947375,83
372183947631,83
372183947887,84
372183948143,85
372183948399,86
372183948655,87
372183948911,88
372183949167,88
372183949423,89
372183949679,89
372183949935,89
372183950191,90
372183950447,90
372183950703,92
372183950959,93
372183951215,94
372183951471,96
372183951727,97
372183951983,97
372183952239,99
372183952495,99
372183952751,99
372183953007,99
372183953263,99
372183953519,97
372183953775,97
372183954031,95
372183954287,94
372183954543,94
372183954799,93
372183955055,93
372183955311,93
372183955567,93
372183955823,93
372183956079,93
372183956335,93
372183956591,94
372183956847,94
372183957103,95
372183957359,95
372183957615,94
372183957871,94
372183958127,93
372183958383,93
372183958639,92
372183958895,92
372183959151,92
372183959407,91
372183959663,90
372183959919,90
372183960175,90
372183960431,90
372183960687,90
372183960943,90
372183961199,90
372183961455,89
372183961711,89
372183961967,87
372183962223,87
372183962479,86
372183962735,86
372183962991,87
372183963247,87
372183963503,88
372183963759,88
372183964015,88
372183964271,88
372183964527,89
372183964783,90
372183965039,91
372183965295,91
372183965551,91
372183965807,91
372183966063,90
372183966319,89
372183966575,87
372183966831,85
372183967087,85
372183967343,85
372183967599,84
372183967855,84
372183968111,83
372183968367,82
372183968623,81
372183968879,81
372183969135,80
372183969391,80
372183969647,82
372183969903,83
372183970159,85
372183970415,87
372183970671,87
372183970927,88
372183971183,88
372183971439,88
372183971695,89
372183971951,89
372183972207,88
372183972463,88
372183972719,86
372183972975,85
372183973231,83
372183973487,82
372183973743,81
372183973999,81
372183974255,81
372183974511,81
372183974767,81
372183975023,81
372183975279,82
372183975535,83
372183975791,84
372183976047,84
372183976303,84
372183976559,84
372183976815,84
372183977071,83
372183977327,83
372183977583,83
372183977839,84
372183978095,84
372183978351,84
372183978607,84
372183978863,84
372183979119,84
372183979375,84
372183979631,84
372183979887,85
372183980143,86
372183980399,86
372183980655,87
372183980911,87
372183981167,87
372183981423,87
372183981679,88
372183981935,89
372183982191,90
372183982447,91
372183982703,90
372183982959,90
372183983215,89
372183983471,89
372183983727,89
372183983983,89
372183984239,88
372183984495,88
372183984751,88
372183985007,88
372183985263,88
372183985519,88
372183985775,88
372183986031,87
372183986287,86
372183986543,86
372183986799,85
372183987055,86
372183987311,86
372183987567,86
372183987823,87
372183988079,87
372183988335,88
372183988591,91
372183988847,92
372183989103,93
372183989359,94
372183989615,95
372183989871,95
372183990127,95
372183990383,94
372183990639,93
372183990895,92
372183991151,90
372183991407,89
372183991663,88
372183991919,87
372183992175,86
372183992431,86
372183992687,86
372183992943,85
372183993199,85
372183993455,85
372183993711,85
372183993967,85
372183994223,85
372183994479,85
372183994735,85
372183994991,85
372183995247,85
372183995503,83
372183995759,83
372183996015,83
372183996271,83
372183996527,85
372183996783,85
372183997039,86
372183997295,86
372183997551,86
372183997807,86
372183998063,86
372183998319,87
372183998575,87
372183998831,87
372183999087,86
372183999343,85
372183999599,84
372183999855,83
372184000111,82
372184000367,82
372184000623,82
372184000879,83
372184001135,83
372184001391,84
372184001647,84
372184001903,83
372184002159,83
372184002415,83
372184002671,83
372184002927,83
372184003183,83
372184003439,83
372184003695,83
372184003951,83
372184004207,82
372184004463,83
372184004719,83
372184004975,84
372184005231,85
372184005487,85
372184005743,85
372184005999,85
372184006255,85
372184006511,84
372184006767,84
372184007023,83
372184007279,83
372184007535,82
372184007791,81
372184008047,81
372184008303,81
372184008559,80
372184008815,80
372184009071,80
372184009327,80
372184009583,80
372184009839,81
372184010095,83
372184010351,84
372184010607,84
372184010863,85
372184011119,85
372184011375,85
372184011631,85
372184011887,85
372184012143,85
372184012399,85
372184012655,85
372184012911,83
372184013167,82
372184013423,82
372184013679,82
372184013935,83
372184014191,83
372184014447,83
372184014703,84
372184014959,84
372184015215,85
372184015471,86
372184015727,87
372184015983,88
372184016239,89
372184016495,89
372184016751,89
372184017007,89
372184017263,88
372184017519,88
372184017775,88
372184018031,87
372184018287,86
372184018543,86
372184018799,86
372184019055,85
372184019311,84
372184019567,83
372184019823,83
372184020079,82
372184020335,83
372184020591,84
372184020847,84
372184021103,85
372184021359,85
372184021615,84
372184021871,84
372184022127,84
372184022383,85
372184022639,85
372184022895,86
372184023151,86
372184023407,85
372184023663,84
372184023919,84
372184024175,85
372184024431,85
372184024687,85
372184024943,85
372184025199,85
372184025455,84
372184025711,84
372184025967,84
372184026223,84
372184026479,84
372184026735,84
372184026991,83
372184027247,84
372184027503,84
372184027759,84
372184028015,84
372184028271,84
372184028527,85
372184028783,85
372184029039,86
372184029295,87
372184029551,89
372184029807,90
372184030063,90
372184030319,90
372184030575,89
372184030831,89
372184031087,88
372184031343,87
372184031599,87
372184031855,87
372184032111,87
372184032367,87
372184032623,86
372184032879,85
372184033135,85
372184033391,85
372184033647,87
372184033903,88
372184034159,90
372184034415,91
372184034671,91
372184034927,91
372184035183,92
372184035439,92
372184035695,92
372184035951,92
372184036207,91
372184036463,91
372184036719,89
372184036975,89
372184037231,88
372184037487,89
372184037743,90
372184037999,90
372184038255,90
372184038511,89
372184038767,89
372184039023,89
372184039279,88
372184039535,88
372184039791,87
372184040047,87
372184040303,86
372184040559,85
372184040815,84
372184041071,83
372184041327,82
372184041583,81
372184041839,79
372184042095,79
372184042351,79
372184042607,79
372184042863,79
372184043119,79
372184043375,78
372184043631,78
372184043887,78
372184044143,78
372184044399,79
372184044655,80
372184044911,80
372184045167,80
372184045423,80
372184045679,80
372184045935,81
372184046191,82
372184046447,83
372184046703,83
372184046959,83
372184047215,82
372184047471,82
372184047727,82
372184047983,82
372184048239,83
372184048495,84
372184048751,83
372184049007,83
372184049263,83
372184049519,83
372184049775,83
372184050031,83
372184050287,84
372184050543,84
372184050799,85
372184051055,84
372184051311,84
372184051567,84
372184051823,84
372184052079,84
372184052335,84
372184052591,84
372184052847,84
372184053103,84
372184053359,84
372184053615,83
372184053871,83
372184054127,83
372184054383,83
372184054639,83
372184054895,84
372184055151,84
372184055407,84
372184055663,85
372184055919,85
372184056175,85
372184056431,86
372184056687,87
372184056943,87
372184057199,88
372184057455,89
372184057711,89
372184057967,89
372184058223,89
372184058479,90
372184058735,90
372184058991,90
372184059247,90
372184059503,90
372184059759,90
372184060015,90
372184060271,90
372184060527,91
372184060783,91
372184061039,91
372184061295,91
372184061551,91
372184061807,90
372184062063,90
372184062319,90
372184062575,90
372184062831,89
372184063087,88
372184063343,88
372184063599,86
372184063855,85
372184064111,85
372184064367,84
372184064623,84
372184064879,84
372184065135,84
372184065391,85
372184065647,87
372184065903,87
372184066159,87
372184066415,86
372184066671,85
372184066927,84
372184067183,84
372184067439,83
372184067695,82
372184067951,82
372184068207,82
372184068463,82
372184068719,82
372184068975,81
372184069231,82
372184069487,83
372184069743,83
372184069999,84
372184070255,85
372184070511,86
372184070767,86
372184071023,86
372184071279,86
372184071535,85
372184071791,84
372184072047,84
372184072303,84
372184072559,84
372184072815,84
372184073071,86
372184073327,86
372184073583,87
372184073839,87
372184074095,87
372184074351,87
372184074607,87
372184074863,87
372184075119,87
372184075375,86
372184075631,86
372184075887,85
372184076143,85
372184076399,85
372184076655,85
372184076911,86
372184077167,87
372184077423,88
372184077679,88
372184077935,90
372184078191,92
372184078447,93
372184078703,93
372184078959,93
372184079215,92
372184079471,92
372184079727,92
372184079983,91
372184080239,91
372184080495,90
372184080751,88
372184081007,88
372184081263,87
372184081519,84
372184081775,83
372184082031,82
372184082287,82
372184082543,82
372184082799,81
372184083055,81
372184083311,81
372184083567,81
372184083823,81
372184084079,82
372184084335,82
372184084591,82
372184084847,82
372184085103,82
372184085359,82
372184085615,83
372184085871,83
372184086127,83
372184086383,83
372184086639,84
372184086895,84
372184087151,84
372184087407,85
372184087663,85
372184087919,85
372184088175,84
372184088431,84
372184088687,83
372184088943,82
372184089199,82
372184089455,82
372184089711,82
372184089967,82
372184090223,82
372184090479,81
372184090735,81
372184090991,81
372184091247,81
372184091503,82
372184091759,82
372184092015,82
372184092271,82
372184092527,83
372184092783,83
372184093039,83
372184093295,85
372184093551,86
372184093807,86
372184094063,86
372184094319,85
372184094575,85
372184094831,84
372184095087,84
372184095343,84
372184095599,84
372184095855,85
372184096111,84
372184096367,84
372184096623,83
372184096879,84
372184097135,85
372184097391,87
372184097647,88
372184097903,89
372184098159,88
372184098415,88
372184098671,87
372184098927,85
372184099183,84
372184099439,84
372184099695,84
372184099951,85
372184100207,85
372184100463,84
372184100719,83
372184100975,83
372184101231,83
372184101487,84
372184101743,85
372184101999,86
372184102255,88
372184102511,89
372184102767,88
372184103023,87
372184103279,87
372184103535,87
372184103791,87
372184104047,87
372184104303,87
372184104559,87
372184104815,85
372184105071,84
372184105327,84
372184105583,83
372184105839,82
372184106095,82
372184106351,83
372184106607,83
372184106863,82
372184107119,82
372184107375,82
372184107631,82
372184107887,82
372184108143,82
372184108399,81
372184108655,80
372184108911,80
372184109167,79
372184109423,79
372184109679,78
372184109935,78
372184110191,77
372184110447,77
372184110703,78
372184110959,78
372184111215,79
372184111471,80
372184111727,80
372184111983,80
372184112239,80
372184112495,80
372184112751,80
372184113007,81
372184113263,80
372184113519,80
372184113775,79
372184114031,78
372184114287,78
372184114543,78
372184114799,78
372184115055,78
372184115311,78
372184115567,78
372184115823,77
372184116079,76
372184116335,77
372184116591,77
372184116847,78
372184117103,78
372184117359,78
372184117615,77
372184117871,77
372184118127,77
372184118383,77
372184118639,77
372184118895,78
372184119151,79
372184119407,79
372184119663,79
372184119919,79
372184120175,79
372184120431,80
372184120687,81
372184120943,82
372184121199,82
372184121455,83
372184121711,82
372184121967,82
372184122223,82
372184122479,81
372184122735,81
372184122991,82
372184123247,82
372184123503,82
372184123759,82
372184124015,80
372184124271,80
372184124527,81
372184124783,81
372184125039,81
372184125295,83
372184125551,84
372184125807,85
372184126063,85
372184126319,85
372184126575,85
372184126831,85
372184127087,86
372184127343,86
372184127599,86
372184127855,86
372184128111,85
372184128367,85
372184128623,84
372184128879,85
372184129135,85
372184129391,86
372184129647,86
372184129903,86
372184130159,85
372184130415,85
372184130671,85
372184130927,85
372184131183,84
372184131439,84
372184131695,84
372184131951,84
372184132207,83
372184132463,83
372184132719,83
372184132975,83
372184133231,83
372184133487,83
372184133743,82
372184133999,82
372184134255,82
372184134511,82
372184134767,82
372184135023,81
372184135279,80
372184135535,80
372184135791,80
372184136047,79
372184136303,79
372184136559,79
372184136815,79
372184137071,79
372184137327,79
372184137583,79
372184137839,79
372184138095,80
372184138351,81
372184138607,82
372184138863,82
372184139119,82
372184139375,81
372184139631,81
372184139887,81
372184140143,81
372184140399,81
372184140655,81
372184140911,81
372184141167,80
372184141423,80
372184141679,80
372184141935,80
372184142191,81
372184142447,81
372184142703,82
372184142959,83
372184143215,83
372184143471,83
372184143727,83
372184143983,83
372184144239,83
372184144495,83
372184144751,84
372184145007,84
372184145263,86
372184145519,87
372184145775,89
372184146031,91
372184146287,92
372184146543,93
372184146799,94
372184147055,94
372184147311,94
372184147567,94
372184147823,94
372184148079,93
372184148335,91
372184148591,91
372184148847,89
372184149103,88
372184149359,87
372184149615,86
372184149871,85
372184150127,84
372184150383,84
372184150639,84
372184150895,84
372184151151,85
372184151407,86
372184151663,86
372184151919,86
372184152175,86
372184152431,87
372184152687,87
372184152943,89
372184153199,89
372184153455,89
372184153711,88
372184153967,88
372184154223,87
372184154479,85
372184154735,84
372184154991,83
372184155247,83
372184155503,82
372184155759,82
372184156015,82
372184156271,81
372184156527,81
372184156783,81
372184157039,82
372184157295,82
372184157551,82
372184157807,83
372184158063,83
372184158319,83
372184158575,82
372184158831,81
372184159087,80
372184159343,79
372184159599,79
372184159855,79
372184160111,79
372184160367,79
372184160623,79
372184160879,80
372184161135,80
372184161391,79
372184161647,78
372184161903,78
372184162159,77
372184162415,77
372184162671,78
372184162927,78
372184163183,78
372184163439,78
372184163695,78
372184163951,78
372184164207,78
372184164463,78
372184164719,78
372184164975,79
372184165231,79
372184165487,80
372184165743,81
372184165999,82
372184166255,83
372184166511,83
372184166767,84
372184167023,84
372184167279,84
372184167535,85
372184167791,85
372184168047,86
372184168303,86
372184168559,86
372184168815,85
372184169071,85
372184169327,85
372184169583,85
372184169839,85
372184170095,85
372184170351,85
372184170607,85
372184170863,86
372184171119,86
372184171375,87
372184171631,87
372184171887,87
372184172143,86
372184172399,85
372184172655,84
372184172911,83
372184173167,82
372184173423,82
372184173679,82
372184173935,82
372184174191,82
372184174447,81
372184174703,81
372184174959,81
372184175215,82
372184175471,84
372184175727,86
372184175983,88
372184176239,89
372184176495,89
372184176751,90
372184177007,90
372184177263,90
372184177519,90
372184177775,90
372184178031,90
372184178287,90
372184178543,90
372184178799,90
372184179055,89
372184179311,89
372184179567,89
372184179823,88
372184180079,88
372184180335,87
372184180591,87
372184180847,87
372184181103,86
372184181359,85
372184181615,84
372184181871,83
372184182127,82
372184182383,82
372184182639,81
372184182895,80
372184183151,80
372184183407,80
372184183663,80
372184183919,80
372184184175,80
372184184431,79
372184184687,79
372184184943,79
372184185199,79
372184185455,79
372184185711,80
372184185967,81
372184186223,81
372184186479,82
372184186735,82
372184186991,83
372184187247,83
372184187503,84
372184187759,84
372184188015,84
372184188271,84
372184188527,84
372184188783,84
372184189039,84
372184189295,83
372184189551,82
372184189807,82
372184190063,81
372184190319,80
372184190575,80
372184190831,79
372184191087,79
372184191343,79
372184191599,78
372184191855,78
372184192111,77
372184192367,76
372184192623,76
372184192879,76
372184193135,76
372184193391,78
372184193647,79
372184193903,80
372184194159,81
372184194415,81
372184194671,81
372184194927,82
372184195183,82
372184195439,83
372184195695,83
372184195951,82
372184196207,82
372184196463,82
372184196719,82
372184196975,82
372184197231,82
372184197487,82
372184197743,82
372184197999,82
372184198255,82
372184198511,82
372184198767,83
372184199023,83
372184199279,83
372184199535,83
372184199791,83
372184200047,82
372184200303,82
372184200559,82
372184200815,81
372184201071,80
372184201327,80
372184201583,80
372184201839,78
372184202095,78
372184202351,77
372184202607,76
372184202863,76
372184203119,77
372184203375,78
372184203631,79
372184203887,81
372184204143,82
372184204399,83
372184204655,84
372184204911,84
372184205167,85
372184205423,86
372184205679,87
372184205935,87
372184206191,86
372184206447,86
372184206703,86
372184206959,86
372184207215,86
372184207471,86
372184207727,86
372184207983,86
372184208239,86
372184208495,86
372184208751,86
372184209007,86
372184209263,87
372184209519,87
372184209775,87
372184210031,86
372184210287,86
372184210543,86
372184210799,87
372184211055,87
372184211311,87
372184211567,86
372184211823,86
372184212079,86
372184212335,87
372184212591,87
372184212847,87
372184213103,88
372184213359,88
372184213615,88
372184213871,89
372184214127,89
372184214383,89
372184214639,89
372184214895,89
372184215151,89
372184215407,90
372184215663,90
372184215919,90
372184216175,90
372184216431,92
372184216687,93
372184216943,94
372184217199,95
372184217455,95
372184217711,94
372184217967,94
372184218223,93
372184218479,92
372184218735,92
372184218991,91
372184219247,91
372184219503,91
372184219759,89
372184220015,89
372184220271,88
372184220527,88
372184220783,88
372184221039,88
372184221295,88
372184221551,88
372184221807,87
372184222063,87
372184222319,86
372184222575,86
372184222831,86
372184223087,86
372184223343,86
372184223599,86
372184223855,86
372184224111,86
372184224367,86
372184224623,86
372184224879,86
372184225135,86
372184225391,85
372184225647,85
372184225903,83
372184226159,83
372184226415,83
372184226671,82
372184226927,81
372184227183,81
372184227439,81
372184227695,81
372184227951,81
372184228207,81
372184228463,80
372184228719,80
372184228975,80
372184229231,80
372184229487,80
372184229743,80
372184229999,81
372184230255,81
372184230511,81
372184230767,81
372184231023,81
372184231279,82
372184231535,83
372184231791,84
372184232047,85
372184232303,86
372184232559,87
372184232815,88
372184233071,89
372184233327,91
372184233583,91
372184233839,92
372184234095,91
372184234351,91
372184234607,91
372184234863,91
372184235119,91
372184235375,91
372184235631,92
372184235887,92
372184236143,93
372184236399,93
372184236655,93
372184236911,95
372184237167,96
372184237423,97
372184237679,99
372184237935,99
372184238191,100
372184238447,101
372184238703,101
372184238959,100
372184239215,100
372184239471,99
372184239727,99
372184239983,98
372184240239,97
372184240495,96
372184240751,96
372184241007,95
372184241263,94
372184241519,93
372184241775,93
372184242031,92
372184242287,92
372184242543,91
372184242799,91
372184243055,91
372184243311,91
372184243567,91
372184243823,90
372184244079,91
372184244335,91
372184244591,92
372184244847,93
372184245103,93
372184245359,94
372184245615,94
372184245871,93
372184246127,92
372184246383,92
372184246639,92
372184246895,92
372184247151,91
372184247407,90
372184247663,88
372184247919,87
372184248175,86
372184248431,84
372184248687,83
372184248943,83
372184249199,82
372184249455,81
372184249711,81
372184249967,80
372184250223,80
372184250479,79
372184250735,79
372184250991,79
372184251247,79
372184251503,80
372184251759,81
372184252015,81
372184252271,81
372184252527,81
372184252783,81
372184253039,81
372184253295,81
372184253551,81
372184253807,81
372184254063,81
372184254319,82
372184254575,82
372184254831,82
372184255087,82
372184255343,82
372184255599,82
372184255855,82
372184256111,82
372184256367,83
372184256623,83
372184256879,83
372184257135,83
372184257391,82
372184257647,82
372184257903,82
372184258159,83
372184258415,83
372184258671,84
372184258927,85
372184259183,85
372184259439,85
372184259695,86
372184259951,87
372184260207,87
372184260463,87
372184260719,88
372184260975,88
372184261231,88
372184261487,88
372184261743,88
372184261999,88
372184262255,88
372184262511,88
372184262767,88
372184263023,88
372184263279,89
372184263535,89
372184263791,89
372184264047,89
372184264303,89
372184264559,89
372184264815,89
372184265071,90
372184265327,90
372184265583,91
372184265839,91
372184266095,90
372184266351,90
372184266607,91
372184266863,91
372184267119,92
372184267375,92
372184267631,92
372184267887,92
372184268143,92
372184268399,92
372184268655,92
372184268911,92
372184269167,92
372184269423,92
372184269679,92
372184269935,92
372184270191,92
372184270447,91
372184270703,92
372184270959,92
372184271215,92
372184271471,92
372184271727,92
372184271983,93
372184272239,93
372184272495,93
372184272751,93
372184273007,93
372184273263,93
372184273519,92
372184273775,92
372184274031,91
372184274287,90
372184274543,90
372184274799,89
372184275055,89
372184275311,90
372184275567,90
372184275823,90
372184276079,90
372184276335,90
372184276591,91
372184276847,91
372184277103,92
372184277359,93
372184277615,93
372184277871,92
372184278127,92
372184278383,91
372184278639,91
372184278895,91
372184279151,90
372184279407,90
372184279663,89
372184279919,89
372184280175,89
372184280431,90
372184280687,91
372184280943,91
372184281199,91
372184281455,92
372184281711,92
372184281967,92
372184282223,92
372184282479,92
372184282735,91
372184282991,91
372184283247,91
372184283503,90
372184283759,88
372184284015,87
372184284271,87
372184284527,87
372184284783,86
372184285039,86
372184285295,86
372184285551,86
372184285807,87
372184286063,87
372184286319,88
372184286575,88
372184286831,89
372184287087,90
372184287343,90
372184287599,90
372184287855,91
372184288111,91
372184288367,92
372184288623,92
372184288879,92
372184289135,93
372184289391,93
372184289647,93
372184289903,94
372184290159,95
372184290415,96
372184290671,97
372184290927,97
372184291183,97
372184291439,96
372184291695,96
372184291951,95
372184292207,95
372184292463,93
372184292719,93
372184292975,92
372184293231,91
372184293487,90
372184293743,90
372184293999,89
372184294255,88
372184294511,87
372184294767,85
372184295023,85
372184295279,85
372184295535,85
372184295791,84
372184296047,84
372184296303,82
372184296559,82
372184296815,81
372184297071,81
372184297327,81
372184297583,82
372184297839,82
372184298095,82
372184298351,82
372184298607,81
372184298863,81
372184299119,81
372184299375,81
372184299631,81
372184299887,82
372184300143,82
372184300399,83
372184300655,83
372184300911,84
372184301167,84
372184301423,84
372184301679,84
372184301935,84
372184302191,85
372184302447,85
372184302703,86
372184302959,87
372184303215,87
372184303471,86
372184303727,86
372184303983,86
372184304239,86
372184304495,86
372184304751,86
372184305007,86
372184305263,86
372184305519,85
372184305775,85
372184306031,84
372184306287,84
372184306543,85
372184306799,86
372184307055,86
372184307311,86
372184307567,87
372184307823,87
372184308079,87
372184308335,88
372184308591,89
372184308847,89
372184309103,89
372184309359,90
372184309615,90
372184309871,90
372184310127,90
372184310383,90
372184310639,90
372184310895,90
372184311151,90
372184311407,90
372184311663,91
372184311919,91
372184312175,91
372184312431,92
372184312687,92
372184312943,92
372184313199,92
372184313455,93
372184313711,93
372184313967,93
372184314223,92
372184314479,91
372184314735,91
372184314991,91
372184315247,90
372184315503,89
372184315759,88
372184316015,87
372184316271,85
372184316527,84
372184316783,84
372184317039,82
372184317295,82
372184317551,81
372184317807,81
372184318063,81
372184318319,81
372184318575,81
372184318831,81
372184319087,81
372184319343,81
372184319599,81
372184319855,82
372184320111,82
372184320367,83
372184320623,83
372184320879,83
372184321135,83
372184321391,82
372184321647,82
372184321903,81
372184322159,82
372184322415,82
372184322671,82
372184322927,82
372184323183,82
372184323439,81
372184323695,81
372184323951,81
372184324207,81
372184324463,82
372184324719,84
372184324975,85
372184325231,85
372184325487,85
372184325743,84
372184325999,84
372184326255,83
372184326511,82
372184326767,82
372184327023,82
372184327279,82
372184327535,82
372184327791,81
372184328047,79
372184328303,78
372184328559,78
372184328815,78
372184329071,78
372184329327,78
372184329583,79
372184329839,79
372184330095,80
372184330351,79
372184330607,78
372184330863,77
372184331119,77
372184331375,78
372184331631,78
372184331887,78
372184332143,79
372184332399,79
372184332655,79
372184332911,79
372184333167,79
372184333423,79
372184333679,79
372184333935,80
372184334191,81
372184334447,81
372184334703,81
372184334959,82
372184335215,82
372184335471,83
372184335727,84
372184335983,85
372184336239,86
372184336495,88
372184336751,89
372184337007,90
372184337263,92
372184337519,92
372184337775,93
372184338031,93
372184338287,93
372184338543,93
372184338799,92
372184339055,91
372184339311,90
372184339567,90
372184339823,89
372184340079,89
372184340335,89
372184340591,89
372184340847,89
372184341103,89
372184341359,89
372184341615,88
372184341871,88
372184342127,87
372184342383,87
372184342639,86
372184342895,86
372184343151,86
372184343407,85
372184343663,85
372184343919,86
372184344175,87
372184344431,87
372184344687,88
372184344943,88
372184345199,88
372184345455,88
372184345711,88
372184345967,88
372184346223,89
372184346479,88
372184346735,88
372184346991,87
372184347247,87
372184347503,87
372184347759,87
372184348015,87
372184348271,87
372184348527,87
372184348783,87
372184349039,87
372184349295,87
372184349551,87
372184349807,87
372184350063,86
372184350319,86
372184350575,86
372184350831,86
372184351087,87
372184351343,87
372184351599,87
372184351855,86
372184352111,86
372184352367,86
372184352623,86
372184352879,86
372184353135,86
372184353391,87
372184353647,87
372184353903,87
372184354159,87
372184354415,87
372184354671,87
372184354927,87
372184355183,88
372184355439,88
372184355695,89
372184355951,88
372184356207,87
372184356463,87
372184356719,87
372184356975,86
372184357231,87
372184357487,87
372184357743,87
372184357999,88
372184358255,88
372184358511,88
372184358767,88
372184359023,88
372184359279,89
372184359535,89
372184359791,89
372184360047,89
372184360303,89
372184360559,89
372184360815,89
372184361071,88
372184361327,88
372184361583,88
372184361839,88
372184362095,88
372184362351,88
372184362607,88
372184362863,88
372184363119,89
372184363375,89
372184363631,93
372184363887,94
372184364143,95
372184364399,96
372184364655,96
372184364911,98
372184365167,98
372184365423,99
372184365679,99
372184365935,99
372184366191,96
372184366447,96
372184366703,96
372184366959,93
372184367215,92
372184367471,91
372184367727,91
372184367983,90
372184368239,89
372184368495,88
372184368751,88
372184369007,87
372184369263,87
372184369519,87
372184369775,88
372184370031,88
372184370287,89
372184370543,89
372184370799,89
372184371055,90
372184371311,90
372184371567,90
372184371823,90
372184372079,91
372184372335,91
372184372591,90
372184372847,90
372184373103,89
372184373359,89
372184373615,89
372184373871,89
372184374127,88
372184374383,88
372184374639,88
372184374895,88
372184375151,89
372184375407,90
372184375663,90
372184375919,90
372184376175,89
372184376431,89
372184376687,90
372184376943,90
372184377199,90
372184377455,90
372184377711,90
372184377967,89
372184378223,89
372184378479,89
372184378735,89
372184378991,90
372184379247,90
372184379503,91
372184379759,91
372184380015,90
372184380271,90
372184380527,90
372184380783,90
372184381039,90
372184381295,91
372184381551,91
372184381807,90
372184382063,90
372184382319,89
372184382575,88
372184382831,88
372184383087,87
372184383343,87
372184383599,87
372184383855,86
372184384111,85
372184384367,85
372184384623,85
372184384879,85
372184385135,85
372184385391,86
372184385647,86
372184385903,86
372184386159,86
372184386415,86
372184386671,86
372184386927,86
372184387183,86
372184387439,87
372184387695,87
372184387951,87
372184388207,87
372184388463,87
372184388719,86
372184388975,86
372184389231,86
372184389487,86
372184389743,86
372184389999,86
372184390255,86
372184390511,86
372184390767,85
372184391023,85
372184391279,85
372184391535,85
372184391791,84
372184392047,84
372184392303,84
372184392559,84
372184392815,84
372184393071,85
372184393327,85
372184393583,86
372184393839,86
372184394095,87
372184394351,87
372184394607,89
372184394863,89
372184395119,90
372184395375,91
372184395631,91
372184395887,91
372184396143,91
372184396399,92
372184396655,92
372184396911,92
372184397167,92
