HEXOSKINTIME,VALUE
372182078575,0
372182078831,0
372182079087,0
372182079343,0
372182079599,0
372182079855,0
372182080111,0
372182080367,0
372182080623,0
372182080879,0
372182081135,0
372182081391,0
372182081647,0
372182081903,0
372182082159,0
372182082415,0
372182082671,0
372182082927,0
372182083183,0
372182083439,0
372182083695,0
372182083951,0
372182084207,0
372182084463,0
372182084719,0
372182084975,0
372182085231,0
372182085487,0
372182085743,0
372182085999,0
372182086255,0
372182086511,0
372182086767,0
372182087023,0
372182087279,0
372182087535,0
372182087791,0
372182088047,0
372182088303,0
372182088559,0
372182088815,0
372182089071,0
372182089327,0
372182089583,0
372182089839,0
372182090095,0
372182090351,0
372182090607,0
372182090863,0
372182091119,0
372182091375,0
372182091631,0
372182091887,0
372182092143,0
372182092399,0
372182092655,0
372182092911,0
372182093167,0
372182093423,0
372182093679,0
372182093935,0
372182094191,0
372182094447,0
372182094703,0
372182094959,0
372182095215,0
372182095471,0
372182095727,0
372182095983,0
372182096239,0
372182096495,0
372182096751,0
372182097007,0
372182097263,0
372182097519,0
372182097775,0
372182098031,0
372182098287,0
372182098543,0
372182098799,0
372182099055,0
372182099311,0
372182099567,0
372182099823,0
372182100079,0
372182100335,0
372182100591,0
372182100847,0
372182101103,0
372182101359,0
372182101615,0
372182101871,0
372182102127,0
372182102383,0
372182102639,0
372182102895,0
372182103151,0
372182103407,0
372182103663,0
372182103919,0
372182104175,0
372182104431,0
372182104687,0
372182104943,0
372182105199,0
372182105455,0
372182105711,0
372182105967,0
372182106223,0
372182106479,0
372182106735,0
372182106991,0
372182107247,0
372182107503,0
372182107759,0
372182108015,0
372182108271,0
372182108527,0
372182108783,0
372182109039,0
372182109295,0
372182109551,0
372182109807,0
372182110063,0
372182110319,0
372182110575,0
372182110831,0
372182111087,0
372182111343,0
372182111599,0
372182111855,0
372182112111,0
372182112367,0
372182112623,0
372182112879,0
372182113135,0
372182113391,0
372182113647,0
372182113903,0
372182114159,0
372182114415,0
372182114671,0
372182114927,0
372182115183,0
372182115439,0
372182115695,0
372182115951,0
372182116207,0
372182116463,0
372182116719,0
372182116975,0
372182117231,0
372182117487,0
372182117743,0
372182117999,0
372182118255,0
372182118511,0
372182118767,0
372182119023,0
372182119279,0
372182119535,0
372182119791,0
372182120047,0
372182120303,0
372182120559,0
372182120815,0
372182121071,0
372182121327,0
372182121583,0
372182121839,0
372182122095,0
372182122351,0
372182122607,0
372182122863,0
372182123119,0
372182123375,0
372182123631,0
372182123887,0
372182124143,0
372182124399,0
372182124655,0
372182124911,0
372182125167,0
372182125423,0
372182125679,0
372182125935,0
372182126191,0
372182126447,0
372182126703,0
372182126959,0
372182127215,0
372182127471,0
372182127727,0
372182127983,0
372182128239,0
372182128495,0
372182128751,0
372182129007,0
372182129263,0
372182129519,0
372182129775,0
372182130031,0
372182130287,0
372182130543,0
372182130799,0
372182131055,0
372182131311,0
372182131567,0
372182131823,0
372182132079,0
372182132335,0
372182132591,0
372182132847,0
372182133103,0
372182133359,0
372182133615,0
372182133871,0
372182134127,0
372182134383,0
372182134639,0
372182134895,0
372182135151,0
372182135407,0
372182135663,0
372182135919,0
372182136175,0
372182136431,0
372182136687,0
372182136943,0
372182137199,0
372182137455,0
372182137711,0
372182137967,0
372182138223,0
372182138479,0
372182138735,0
372182138991,0
372182139247,0
372182139503,0
372182139759,0
372182140015,0
372182140271,0
372182140527,0
372182140783,0
372182141039,0
372182141295,0
372182141551,0
372182141807,0
372182142063,0
372182142319,0
372182142575,0
372182142831,0
372182143087,0
372182143343,0
372182143599,0
372182143855,0
372182144111,0
372182144367,0
372182144623,0
372182144879,0
372182145135,0
372182145391,0
372182145647,0
372182145903,0
372182146159,0
372182146415,0
372182146671,0
372182146927,0
372182147183,0
372182147439,0
372182147695,0
372182147951,0
372182148207,0
372182148463,0
372182148719,0
372182148975,0
372182149231,0
372182149487,0
372182149743,0
372182149999,0
372182150255,0
372182150511,0
372182150767,0
372182151023,0
372182151279,0
372182151535,0
372182151791,0
372182152047,0
372182152303,0
372182152559,0
372182152815,0
372182153071,0
372182153327,0
372182153583,0
372182153839,0
372182154095,0
372182154351,0
372182154607,0
372182154863,0
372182155119,0
372182155375,0
372182155631,0
372182155887,0
372182156143,0
372182156399,0
372182156655,0
372182156911,0
372182157167,0
372182157423,0
372182157679,0
372182157935,0
372182158191,0
372182158447,0
372182158703,0
372182158959,0
372182159215,0
372182159471,0
372182159727,0
372182159983,0
372182160239,0
372182160495,0
372182160751,0
372182161007,0
372182161263,0
372182161519,0
372182161775,0
372182162031,0
372182162287,0
372182162543,0
372182162799,0
372182163055,0
372182163311,0
372182163567,0
372182163823,0
372182164079,0
372182164335,0
372182164591,0
372182164847,0
372182165103,0
372182165359,0
372182165615,0
372182165871,0
372182166127,0
372182166383,0
372182166639,0
372182166895,0
372182167151,0
372182167407,0
372182167663,0
372182167919,0
372182168175,0
372182168431,0
372182168687,0
372182168943,0
372182169199,0
372182169455,0
372182169711,0
372182169967,0
372182170223,0
372182170479,0
372182170735,0
372182170991,0
372182171247,0
372182171503,0
372182171759,0
372182172015,0
372182172271,0
372182172527,0
372182172783,0
372182173039,0
372182173295,0
372182173551,0
372182173807,0
372182174063,0
372182174319,0
372182174575,0
372182174831,0
372182175087,0
372182175343,0
372182175599,0
372182175855,0
372182176111,0
372182176367,0
372182176623,0
372182176879,0
372182177135,0
372182177391,0
372182177647,0
372182177903,0
372182178159,0
372182178415,0
372182178671,0
372182178927,0
372182179183,0
372182179439,0
372182179695,0
372182179951,0
372182180207,0
372182180463,0
372182180719,0
372182180975,0
372182181231,0
372182181487,0
372182181743,0
372182181999,0
372182182255,0
372182182511,0
372182182767,0
372182183023,0
372182183279,0
372182183535,0
372182183791,0
372182184047,0
372182184303,0
372182184559,0
372182184815,0
372182185071,0
372182185327,0
372182185583,0
372182185839,0
372182186095,0
372182186351,0
372182186607,0
372182186863,0
372182187119,0
372182187375,0
372182187631,0
372182187887,0
372182188143,0
372182188399,0
372182188655,0
372182188911,0
372182189167,0
372182189423,0
372182189679,0
372182189935,0
372182190191,0
372182190447,0
372182190703,0
372182190959,0
372182191215,0
372182191471,0
372182191727,0
372182191983,0
372182192239,0
372182192495,0
372182192751,0
372182193007,0
372182193263,0
372182193519,0
372182193775,0
372182194031,0
372182194287,0
372182194543,0
372182194799,0
372182195055,0
372182195311,0
372182195567,0
372182195823,0
372182196079,0
372182196335,0
372182196591,0
372182196847,0
372182197103,0
372182197359,0
372182197615,0
372182197871,0
372182198127,0
372182198383,0
372182198639,0
372182198895,0
372182199151,0
372182199407,0
372182199663,0
372182199919,0
372182200175,0
372182200431,0
372182200687,0
372182200943,0
372182201199,0
372182201455,0
372182201711,0
372182201967,0
372182202223,0
372182202479,0
372182202735,0
372182202991,0
372182203247,0
372182203503,0
372182203759,0
372182204015,0
372182204271,0
372182204527,0
372182204783,0
372182205039,0
372182205295,0
372182205551,0
372182205807,0
372182206063,0
372182206319,0
372182206575,0
372182206831,0
372182207087,0
372182207343,0
372182207599,0
372182207855,0
372182208111,0
372182208367,0
372182208623,0
372182208879,0
372182209135,0
372182209391,0
372182209647,0
372182209903,0
372182210159,0
372182210415,0
372182210671,0
372182210927,0
372182211183,0
372182211439,0
372182211695,0
372182211951,0
372182212207,0
372182212463,0
372182212719,0
372182212975,0
372182213231,0
372182213487,0
372182213743,0
372182213999,0
372182214255,0
372182214511,0
372182214767,0
372182215023,0
372182215279,0
372182215535,0
372182215791,0
372182216047,0
372182216303,0
372182216559,0
372182216815,0
372182217071,0
372182217327,0
372182217583,0
372182217839,0
372182218095,0
372182218351,0
372182218607,0
372182218863,0
372182219119,0
372182219375,0
372182219631,0
372182219887,0
372182220143,0
372182220399,0
372182220655,0
372182220911,0
372182221167,0
372182221423,0
372182221679,0
372182221935,0
372182222191,0
372182222447,0
372182222703,0
372182222959,0
372182223215,0
372182223471,0
372182223727,0
372182223983,0
372182224239,0
372182224495,0
372182224751,0
372182225007,0
372182225263,0
372182225519,0
372182225775,0
372182226031,0
372182226287,0
372182226543,0
372182226799,0
372182227055,0
372182227311,0
372182227567,0
372182227823,0
372182228079,0
372182228335,0
372182228591,0
372182228847,0
372182229103,0
372182229359,0
372182229615,0
372182229871,0
372182230127,0
372182230383,0
372182230639,0
372182230895,0
372182231151,0
372182231407,0
372182231663,0
372182231919,0
372182232175,0
372182232431,0
372182232687,0
372182232943,0
372182233199,0
372182233455,0
372182233711,0
372182233967,0
372182234223,0
372182234479,0
372182234735,0
372182234991,0
372182235247,0
372182235503,0
372182235759,0
372182236015,0
372182236271,0
372182236527,0
372182236783,0
372182237039,0
372182237295,0
372182237551,0
372182237807,0
372182238063,0
372182238319,0
372182238575,0
372182238831,0
372182239087,0
372182239343,0
372182239599,0
372182239855,0
372182240111,0
372182240367,0
372182240623,0
372182240879,0
372182241135,0
372182241391,0
372182241647,0
372182241903,0
372182242159,0
372182242415,0
372182242671,0
372182242927,0
372182243183,0
372182243439,0
372182243695,0
372182243951,0
372182244207,0
372182244463,0
372182244719,0
372182244975,0
372182245231,0
372182245487,0
372182245743,0
372182245999,0
372182246255,0
372182246511,0
372182246767,0
372182247023,0
372182247279,0
372182247535,0
372182247791,0
372182248047,0
372182248303,0
372182248559,0
372182248815,0
372182249071,0
372182249327,0
372182249583,0
372182249839,0
372182250095,0
372182250351,0
372182250607,0
372182250863,0
372182251119,0
372182251375,0
372182251631,0
372182251887,0
372182252143,0
372182252399,0
372182252655,0
372182252911,0
372182253167,0
372182253423,0
372182253679,0
372182253935,0
372182254191,0
372182254447,0
372182254703,0
372182254959,0
372182255215,0
372182255471,0
372182255727,0
372182255983,0
372182256239,0
372182256495,0
372182256751,0
372182257007,0
372182257263,0
372182257519,0
372182257775,0
372182258031,0
372182258287,0
372182258543,0
372182258799,0
372182259055,0
372182259311,0
372182259567,0
372182259823,0
372182260079,0
372182260335,0
372182260591,0
372182260847,0
372182261103,0
372182261359,0
372182261615,0
372182261871,0
372182262127,0
372182262383,0
372182262639,0
372182262895,0
372182263151,0
372182263407,0
372182263663,0
372182263919,0
372182264175,0
372182264431,0
372182264687,0
372182264943,0
372182265199,0
372182265455,0
372182265711,0
372182265967,0
372182266223,0
372182266479,0
372182266735,0
372182266991,0
372182267247,0
372182267503,0
372182267759,0
372182268015,0
372182268271,0
372182268527,0
372182268783,0
372182269039,0
372182269295,0
372182269551,0
372182269807,0
372182270063,0
372182270319,0
372182270575,0
372182270831,0
372182271087,0
372182271343,0
372182271599,0
372182271855,0
372182272111,0
372182272367,0
372182272623,0
372182272879,0
372182273135,0
372182273391,0
372182273647,0
372182273903,0
372182274159,0
372182274415,0
372182274671,0
372182274927,0
372182275183,0
372182275439,0
372182275695,0
372182275951,0
372182276207,0
372182276463,0
372182276719,0
372182276975,0
372182277231,0
372182277487,0
372182277743,0
372182277999,0
372182278255,0
372182278511,0
372182278767,0
372182279023,0
372182279279,0
372182279535,0
372182279791,0
372182280047,0
372182280303,0
372182280559,0
372182280815,0
372182281071,0
372182281327,0
372182281583,0
372182281839,0
372182282095,0
372182282351,0
372182282607,0
372182282863,0
372182283119,0
372182283375,0
372182283631,0
372182283887,0
372182284143,0
372182284399,0
372182284655,0
372182284911,0
372182285167,0
372182285423,0
372182285679,0
372182285935,0
372182286191,0
372182286447,0
372182286703,0
372182286959,0
372182287215,0
372182287471,0
372182287727,0
372182287983,0
372182288239,0
372182288495,0
372182288751,0
372182289007,0
372182289263,0
372182289519,0
372182289775,0
372182290031,0
372182290287,0
372182290543,0
372182290799,0
372182291055,0
372182291311,0
372182291567,0
372182291823,0
372182292079,0
372182292335,0
372182292591,0
372182292847,0
372182293103,0
372182293359,0
372182293615,0
372182293871,0
372182294127,0
372182294383,0
372182294639,0
372182294895,0
372182295151,0
372182295407,0
372182295663,0
372182295919,0
372182296175,0
372182296431,0
372182296687,0
372182296943,0
372182297199,0
372182297455,0
372182297711,0
372182297967,0
372182298223,0
372182298479,0
372182298735,0
372182298991,0
372182299247,0
372182299503,0
372182299759,0
372182300015,0
372182300271,0
372182300527,0
372182300783,0
372182301039,0
372182301295,0
372182301551,0
372182301807,0
372182302063,0
372182302319,0
372182302575,0
372182302831,0
372182303087,0
372182303343,0
372182303599,0
372182303855,0
372182304111,0
372182304367,0
372182304623,0
372182304879,0
372182305135,0
372182305391,0
372182305647,0
372182305903,0
372182306159,0
372182306415,0
372182306671,0
372182306927,0
372182307183,0
372182307439,0
372182307695,0
372182307951,0
372182308207,0
372182308463,0
372182308719,0
372182308975,0
372182309231,0
372182309487,0
372182309743,0
372182309999,0
372182310255,0
372182310511,0
372182310767,0
372182311023,0
372182311279,0
372182311535,0
372182311791,0
372182312047,0
372182312303,0
372182312559,0
372182312815,0
372182313071,0
372182313327,0
372182313583,0
372182313839,0
372182314095,0
372182314351,0
372182314607,0
372182314863,0
372182315119,0
372182315375,0
372182315631,0
372182315887,0
372182316143,0
372182316399,0
372182316655,0
372182316911,0
372182317167,0
372182317423,0
372182317679,0
372182317935,0
372182318191,0
372182318447,0
372182318703,0
372182318959,0
372182319215,0
372182319471,0
372182319727,0
372182319983,0
372182320239,0
372182320495,0
372182320751,0
372182321007,0
372182321263,0
372182321519,0
372182321775,0
372182322031,0
372182322287,0
372182322543,0
372182322799,0
372182323055,0
372182323311,0
372182323567,0
372182323823,0
372182324079,0
372182324335,0
372182324591,0
372182324847,0
372182325103,0
372182325359,0
372182325615,0
372182325871,0
372182326127,0
372182326383,0
372182326639,0
372182326895,0
372182327151,0
372182327407,0
372182327663,0
372182327919,0
372182328175,0
372182328431,0
372182328687,0
372182328943,0
372182329199,0
372182329455,0
372182329711,0
372182329967,0
372182330223,0
372182330479,0
372182330735,0
372182330991,0
372182331247,0
372182331503,0
372182331759,0
372182332015,0
372182332271,0
372182332527,0
372182332783,0
372182333039,0
372182333295,0
372182333551,0
372182333807,0
372182334063,0
372182334319,0
372182334575,0
372182334831,0
372182335087,0
372182335343,0
372182335599,0
372182335855,0
372182336111,0
372182336367,0
372182336623,0
372182336879,0
372182337135,0
372182337391,0
372182337647,0
372182337903,0
372182338159,0
372182338415,0
372182338671,0
372182338927,0
372182339183,0
372182339439,0
372182339695,0
372182339951,0
372182340207,0
372182340463,0
372182340719,0
372182340975,0
372182341231,0
372182341487,0
372182341743,0
372182341999,0
372182342255,0
372182342511,0
372182342767,0
372182343023,0
372182343279,0
372182343535,0
372182343791,0
372182344047,0
372182344303,0
372182344559,0
372182344815,0
372182345071,0
372182345327,0
372182345583,0
372182345839,0
372182346095,0
372182346351,0
372182346607,0
372182346863,0
372182347119,0
372182347375,0
372182347631,0
372182347887,0
372182348143,0
372182348399,0
372182348655,0
372182348911,0
372182349167,0
372182349423,0
372182349679,0
372182349935,0
372182350191,0
372182350447,0
372182350703,0
372182350959,0
372182351215,0
372182351471,0
372182351727,0
372182351983,0
372182352239,0
372182352495,0
372182352751,0
372182353007,0
372182353263,0
372182353519,0
372182353775,0
372182354031,0
372182354287,0
372182354543,0
372182354799,0
372182355055,0
372182355311,0
372182355567,0
372182355823,0
372182356079,0
372182356335,0
372182356591,0
372182356847,0
372182357103,0
372182357359,0
372182357615,0
372182357871,0
372182358127,0
372182358383,0
372182358639,0
372182358895,0
372182359151,0
372182359407,0
372182359663,0
372182359919,0
372182360175,0
372182360431,0
372182360687,0
372182360943,0
372182361199,0
372182361455,0
372182361711,0
372182361967,0
372182362223,0
372182362479,0
372182362735,0
372182362991,0
372182363247,0
372182363503,0
372182363759,0
372182364015,0
372182364271,0
372182364527,0
372182364783,0
372182365039,0
372182365295,0
372182365551,0
372182365807,0
372182366063,0
372182366319,0
372182366575,0
372182366831,0
372182367087,0
372182367343,0
372182367599,0
372182367855,0
372182368111,0
372182368367,0
372182368623,0
372182368879,0
372182369135,0
372182369391,0
372182369647,0
372182369903,0
372182370159,0
372182370415,0
372182370671,0
372182370927,0
372182371183,0
372182371439,0
372182371695,0
372182371951,0
372182372207,0
372182372463,0
372182372719,0
372182372975,0
372182373231,0
372182373487,0
372182373743,0
372182373999,0
372182374255,0
372182374511,0
372182374767,0
372182375023,0
372182375279,0
372182375535,0
372182375791,0
372182376047,0
372182376303,0
372182376559,0
372182376815,0
372182377071,0
372182377327,0
372182377583,0
372182377839,0
372182378095,0
372182378351,0
372182378607,0
372182378863,0
372182379119,0
372182379375,0
372182379631,0
372182379887,0
372182380143,0
372182380399,0
372182380655,0
372182380911,0
372182381167,0
372182381423,0
372182381679,0
372182381935,0
372182382191,0
372182382447,0
372182382703,0
372182382959,0
372182383215,0
372182383471,0
372182383727,0
372182383983,0
372182384239,0
372182384495,0
372182384751,0
372182385007,0
372182385263,0
372182385519,0
372182385775,0
372182386031,0
372182386287,0
372182386543,0
372182386799,0
372182387055,0
372182387311,0
372182387567,0
372182387823,0
372182388079,0
372182388335,0
372182388591,0
372182388847,0
372182389103,0
372182389359,0
372182389615,0
372182389871,0
372182390127,0
372182390383,0
372182390639,0
372182390895,0
372182391151,0
372182391407,0
372182391663,0
372182391919,0
372182392175,0
372182392431,0
372182392687,0
372182392943,0
372182393199,0
372182393455,0
372182393711,0
372182393967,0
372182394223,0
372182394479,0
372182394735,0
372182394991,0
372182395247,0
372182395503,0
372182395759,0
372182396015,0
372182396271,0
372182396527,0
372182396783,0
372182397039,0
372182397295,0
372182397551,0
372182397807,0
372182398063,0
372182398319,0
372182398575,0
372182398831,0
372182399087,0
372182399343,0
372182399599,0
372182399855,0
372182400111,0
372182400367,0
372182400623,0
372182400879,0
372182401135,0
372182401391,0
372182401647,0
372182401903,0
372182402159,0
372182402415,0
372182402671,0
372182402927,0
372182403183,0
372182403439,0
372182403695,0
372182403951,0
372182404207,0
372182404463,0
372182404719,0
372182404975,0
372182405231,0
372182405487,0
372182405743,0
372182405999,0
372182406255,0
372182406511,0
372182406767,0
372182407023,0
372182407279,0
372182407535,0
372182407791,0
372182408047,0
372182408303,0
372182408559,0
372182408815,0
372182409071,0
372182409327,0
372182409583,0
372182409839,0
372182410095,0
372182410351,0
372182410607,0
372182410863,0
372182411119,0
372182411375,0
372182411631,0
372182411887,0
372182412143,0
372182412399,0
372182412655,0
372182412911,0
372182413167,0
372182413423,0
372182413679,0
372182413935,0
372182414191,0
372182414447,0
372182414703,0
372182414959,0
372182415215,0
372182415471,0
372182415727,0
372182415983,0
372182416239,0
372182416495,0
372182416751,0
372182417007,0
372182417263,0
372182417519,0
372182417775,0
372182418031,0
372182418287,0
372182418543,0
372182418799,0
372182419055,0
372182419311,0
372182419567,0
372182419823,0
372182420079,0
372182420335,0
372182420591,0
372182420847,0
372182421103,0
372182421359,0
372182421615,0
372182421871,0
372182422127,0
372182422383,0
372182422639,0
372182422895,0
372182423151,0
372182423407,0
372182423663,0
372182423919,0
372182424175,0
372182424431,0
372182424687,0
372182424943,0
372182425199,0
372182425455,0
372182425711,0
372182425967,0
372182426223,0
372182426479,0
372182426735,0
372182426991,0
372182427247,0
372182427503,0
372182427759,0
372182428015,0
372182428271,0
372182428527,0
372182428783,0
372182429039,0
372182429295,0
372182429551,0
372182429807,0
372182430063,0
372182430319,0
372182430575,0
372182430831,0
372182431087,0
372182431343,0
372182431599,0
372182431855,0
372182432111,0
372182432367,0
372182432623,0
372182432879,0
372182433135,0
372182433391,0
372182433647,0
372182433903,0
372182434159,0
372182434415,0
372182434671,0
372182434927,0
372182435183,0
372182435439,0
372182435695,0
372182435951,0
372182436207,0
372182436463,0
372182436719,0
372182436975,0
372182437231,0
372182437487,0
372182437743,0
372182437999,0
372182438255,0
372182438511,0
372182438767,0
372182439023,0
372182439279,0
372182439535,0
372182439791,0
372182440047,0
372182440303,0
372182440559,0
372182440815,0
372182441071,0
372182441327,0
372182441583,0
372182441839,0
372182442095,0
372182442351,0
372182442607,0
372182442863,0
372182443119,0
372182443375,0
372182443631,0
372182443887,0
372182444143,0
372182444399,0
372182444655,0
372182444911,0
372182445167,0
372182445423,0
372182445679,0
372182445935,0
372182446191,0
372182446447,0
372182446703,0
372182446959,0
372182447215,0
372182447471,0
372182447727,0
372182447983,0
372182448239,0
372182448495,0
372182448751,0
372182449007,0
372182449263,0
372182449519,0
372182449775,0
372182450031,0
372182450287,0
372182450543,0
372182450799,0
372182451055,0
372182451311,0
372182451567,0
372182451823,0
372182452079,0
372182452335,0
372182452591,0
372182452847,0
372182453103,0
372182453359,0
372182453615,0
372182453871,0
372182454127,0
372182454383,0
372182454639,0
372182454895,0
372182455151,0
372182455407,0
372182455663,0
372182455919,0
372182456175,0
372182456431,0
372182456687,0
372182456943,0
372182457199,0
372182457455,0
372182457711,0
372182457967,0
372182458223,0
372182458479,0
372182458735,0
372182458991,0
372182459247,0
372182459503,0
372182459759,0
372182460015,0
372182460271,0
372182460527,0
372182460783,0
372182461039,0
372182461295,0
372182461551,0
372182461807,0
372182462063,0
372182462319,0
372182462575,0
372182462831,0
372182463087,0
372182463343,0
372182463599,0
372182463855,0
372182464111,0
372182464367,0
372182464623,0
372182464879,0
372182465135,0
372182465391,0
372182465647,0
372182465903,0
372182466159,0
372182466415,0
372182466671,0
372182466927,0
372182467183,0
372182467439,0
372182467695,0
372182467951,0
372182468207,0
372182468463,0
372182468719,0
372182468975,0
372182469231,0
372182469487,0
372182469743,0
372182469999,0
372182470255,0
372182470511,0
372182470767,0
372182471023,0
372182471279,0
372182471535,0
372182471791,0
372182472047,0
372182472303,0
372182472559,0
372182472815,0
372182473071,0
372182473327,0
372182473583,0
372182473839,0
372182474095,0
372182474351,0
372182474607,0
372182474863,0
372182475119,0
372182475375,0
372182475631,0
372182475887,0
372182476143,0
372182476399,0
372182476655,0
372182476911,0
372182477167,0
372182477423,0
372182477679,0
372182477935,0
372182478191,0
372182478447,0
372182478703,0
372182478959,0
372182479215,0
372182479471,0
372182479727,0
372182479983,0
372182480239,0
372182480495,0
372182480751,0
372182481007,0
372182481263,0
372182481519,0
372182481775,0
372182482031,0
372182482287,0
372182482543,0
372182482799,0
372182483055,0
372182483311,0
372182483567,0
372182483823,0
372182484079,0
372182484335,0
372182484591,0
372182484847,0
372182485103,0
372182485359,0
372182485615,0
372182485871,0
372182486127,0
372182486383,0
372182486639,0
372182486895,0
372182487151,0
372182487407,0
372182487663,0
372182487919,0
372182488175,0
372182488431,0
372182488687,0
372182488943,0
372182489199,0
372182489455,0
372182489711,0
372182489967,0
372182490223,0
372182490479,0
372182490735,0
372182490991,0
372182491247,0
372182491503,0
372182491759,0
372182492015,0
372182492271,0
372182492527,0
372182492783,0
372182493039,0
372182493295,0
372182493551,0
372182493807,0
372182494063,0
372182494319,0
372182494575,0
372182494831,0
372182495087,0
372182495343,0
372182495599,0
372182495855,0
372182496111,0
372182496367,0
372182496623,0
372182496879,0
372182497135,0
372182497391,0
372182497647,0
372182497903,0
372182498159,0
372182498415,0
372182498671,0
372182498927,0
372182499183,0
372182499439,0
372182499695,0
372182499951,0
372182500207,0
372182500463,0
372182500719,0
372182500975,0
372182501231,0
372182501487,0
372182501743,0
372182501999,0
372182502255,0
372182502511,0
372182502767,0
372182503023,0
372182503279,0
372182503535,0
372182503791,0
372182504047,0
372182504303,0
372182504559,0
372182504815,0
372182505071,0
372182505327,0
372182505583,0
372182505839,0
372182506095,0
372182506351,0
372182506607,0
372182506863,0
372182507119,0
372182507375,0
372182507631,0
372182507887,0
372182508143,0
372182508399,0
372182508655,0
372182508911,0
372182509167,0
372182509423,0
372182509679,0
372182509935,0
372182510191,0
372182510447,0
372182510703,0
372182510959,0
372182511215,0
372182511471,0
372182511727,0
372182511983,0
372182512239,0
372182512495,0
372182512751,0
372182513007,0
372182513263,0
372182513519,0
372182513775,0
372182514031,0
372182514287,0
372182514543,0
372182514799,0
372182515055,0
372182515311,0
372182515567,0
372182515823,0
372182516079,0
372182516335,0
372182516591,0
372182516847,0
372182517103,0
372182517359,0
372182517615,0
372182517871,0
372182518127,0
372182518383,0
372182518639,0
372182518895,0
372182519151,0
372182519407,0
372182519663,0
372182519919,0
372182520175,0
372182520431,0
372182520687,0
372182520943,0
372182521199,0
372182521455,0
372182521711,0
372182521967,0
372182522223,0
372182522479,0
372182522735,0
372182522991,0
372182523247,0
372182523503,0
372182523759,0
372182524015,0
372182524271,0
372182524527,0
372182524783,0
372182525039,0
372182525295,0
372182525551,0
372182525807,0
372182526063,0
372182526319,0
372182526575,0
372182526831,0
372182527087,0
372182527343,0
372182527599,0
372182527855,0
372182528111,0
372182528367,0
372182528623,0
372182528879,0
372182529135,0
372182529391,0
372182529647,0
372182529903,0
372182530159,0
372182530415,0
372182530671,0
372182530927,0
372182531183,0
372182531439,0
372182531695,0
372182531951,0
372182532207,0
372182532463,0
372182532719,0
372182532975,0
372182533231,0
372182533487,0
372182533743,0
372182533999,0
372182534255,0
372182534511,0
372182534767,0
372182535023,0
372182535279,0
372182535535,0
372182535791,0
372182536047,0
372182536303,0
372182536559,0
372182536815,0
372182537071,0
372182537327,0
372182537583,0
372182537839,0
372182538095,0
372182538351,0
372182538607,0
372182538863,0
372182539119,0
372182539375,0
372182539631,0
372182539887,0
372182540143,0
372182540399,0
372182540655,0
372182540911,0
372182541167,0
372182541423,0
372182541679,0
372182541935,0
372182542191,0
372182542447,0
372182542703,0
372182542959,0
372182543215,0
372182543471,0
372182543727,0
372182543983,0
372182544239,0
372182544495,0
372182544751,0
372182545007,0
372182545263,0
372182545519,0
372182545775,0
372182546031,0
372182546287,0
372182546543,0
372182546799,0
372182547055,0
372182547311,0
372182547567,0
372182547823,0
372182548079,0
372182548335,0
372182548591,0
372182548847,0
372182549103,0
372182549359,0
372182549615,0
372182549871,0
372182550127,0
372182550383,0
372182550639,0
372182550895,0
372182551151,0
372182551407,0
372182551663,0
372182551919,0
372182552175,0
372182552431,0
372182552687,0
372182552943,0
372182553199,0
372182553455,0
372182553711,0
372182553967,0
372182554223,0
372182554479,0
372182554735,0
372182554991,0
372182555247,0
372182555503,0
372182555759,0
372182556015,0
372182556271,0
372182556527,0
372182556783,0
372182557039,0
372182557295,0
372182557551,0
372182557807,0
372182558063,0
372182558319,0
372182558575,0
372182558831,0
372182559087,0
372182559343,0
372182559599,0
372182559855,0
372182560111,0
372182560367,0
372182560623,0
372182560879,0
372182561135,0
372182561391,0
372182561647,0
372182561903,0
372182562159,0
372182562415,0
372182562671,0
372182562927,0
372182563183,0
372182563439,0
372182563695,0
372182563951,0
372182564207,0
372182564463,0
372182564719,0
372182564975,0
372182565231,0
372182565487,0
372182565743,0
372182565999,0
372182566255,0
372182566511,0
372182566767,0
372182567023,0
372182567279,0
372182567535,0
372182567791,0
372182568047,0
372182568303,0
372182568559,0
372182568815,0
372182569071,0
372182569327,0
372182569583,0
372182569839,0
372182570095,0
372182570351,0
372182570607,0
372182570863,0
372182571119,0
372182571375,0
372182571631,0
372182571887,0
372182572143,0
372182572399,0
372182572655,0
372182572911,0
372182573167,0
372182573423,0
372182573679,0
372182573935,0
372182574191,0
372182574447,0
372182574703,0
372182574959,0
372182575215,0
372182575471,0
372182575727,0
372182575983,0
372182576239,0
372182576495,0
372182576751,0
372182577007,0
372182577263,0
372182577519,0
372182577775,0
372182578031,0
372182578287,0
372182578543,0
372182578799,0
372182579055,0
372182579311,0
372182579567,0
372182579823,0
372182580079,0
372182580335,0
372182580591,0
372182580847,0
372182581103,0
372182581359,0
372182581615,0
372182581871,0
372182582127,0
372182582383,0
372182582639,0
372182582895,0
372182583151,0
372182583407,0
372182583663,0
372182583919,0
372182584175,0
372182584431,0
372182584687,0
372182584943,0
372182585199,0
372182585455,0
372182585711,0
372182585967,0
372182586223,0
372182586479,0
372182586735,0
372182586991,0
372182587247,0
372182587503,0
372182587759,0
372182588015,0
372182588271,0
372182588527,0
372182588783,0
372182589039,0
372182589295,0
372182589551,0
