time [s],RR_interval_quality [NA](/api/datatype/1004/)
109.5390625,1
110.1796875,1
110.8515625,1
111.5078125,1
112.140625,1
112.74609375,1
113.01171875,129
113.34375,129
113.91015625,1
114.4921875,1
115.0703125,1
115.65234375,1
116.24609375,1
116.84375,1
117.44140625,1
118.03515625,0
118.6484375,0
119.2734375,0
119.86328125,0
120.4609375,0
121.02734375,0
121.59375,0
122.16796875,0
122.73046875,0
123.30859375,0
123.8984375,0
124.5078125,0
125.09765625,0
125.68359375,0
126.28125,0
126.8828125,0
127.4921875,0
128.11328125,0
128.74609375,0
129.41015625,0
130.11328125,0
130.84375,128
131.5703125,128
132.33984375,128
133.125,128
133.87890625,128
134.6015625,0
135.29296875,0
135.9609375,0
136.61328125,0
137.25,0
137.88671875,0
138.5390625,0
139.21875,0
139.91015625,0
140.578125,0
141.21484375,0
141.84375,0
142.47265625,0
143.1171875,0
143.76953125,0
144.43359375,0
145.0859375,0
145.73046875,0
146.375,0
147.00390625,0
147.60546875,0
148.203125,0
148.79296875,0
149.38671875,0
149.9765625,0
150.55859375,0
151.13671875,0
151.71484375,0
152.30078125,0
152.90625,0
153.51171875,0
154.14453125,0
154.8203125,0
155.4921875,0
156.17578125,0
156.83203125,0
157.4765625,0
158.13671875,0
158.81640625,0
159.50390625,0
160.17578125,0
160.83203125,0
161.47265625,0
162.09375,0
162.6953125,0
163.3046875,0
163.8984375,0
164.51171875,0
165.14453125,0
165.8046875,0
166.49609375,0
167.19140625,0
167.90625,0
168.58984375,0
169.2578125,0
169.875,0
170.46484375,0
171.04296875,0
171.61328125,0
172.18359375,0
172.76171875,0
173.34375,0
173.921875,0
174.48828125,0
175.0546875,0
175.60546875,0
176.1640625,0
176.72265625,0
177.2890625,0
177.875,0
178.48046875,0
179.1171875,0
179.78515625,0
180.453125,0
181.1171875,0
181.78125,0
182.41796875,0
183.01953125,0
183.59765625,0
184.171875,0
184.73828125,0
185.32421875,0
185.97265625,0
186.66015625,0
187.31640625,0
187.9296875,0
188.53515625,0
189.1328125,0
189.75,0
190.3671875,0
190.984375,0
191.59765625,0
192.171875,0
192.75390625,0
193.3359375,0
193.921875,0
194.515625,0
195.1328125,0
195.75390625,0
196.3828125,0
197.02734375,0
197.61328125,0
198.18359375,0
198.7578125,0
199.328125,0
199.91796875,0
200.5390625,0
201.15234375,0
201.80859375,0
202.453125,0
203.109375,0
203.75390625,0
204.37890625,0
204.98828125,0
205.54296875,0
206.13671875,0
206.70703125,0
207.3046875,0
207.91796875,0
208.51171875,0
209.1171875,0
209.734375,0
210.44921875,0
211.1875,0
211.8984375,0
212.57421875,0
213.234375,0
213.84765625,0
214.46484375,0
215.0703125,0
215.67578125,0
216.28515625,0
216.92578125,0
217.58203125,0
218.27734375,0
219.00390625,0
219.71875,0
220.41796875,0
221.046875,0
221.65625,0
222.25,0
222.83984375,0
223.4296875,0
224.05078125,0
224.6875,0
225.328125,0
225.97265625,0
226.60546875,0
227.2421875,0
227.88671875,0
228.546875,0
229.16796875,0
229.78125,0
230.37890625,0
230.96875,0
231.6328125,0
232.31640625,0
233.04296875,0
233.76171875,0
234.421875,0
235.08203125,0
235.71875,0
236.33984375,0
236.9453125,0
237.55078125,0
238.16015625,0
238.7734375,0
239.37890625,0
239.984375,0
240.59765625,0
241.20703125,0
241.79296875,0
242.37890625,0
242.984375,0
243.6328125,0
244.30859375,0
244.97265625,0
245.6328125,0
246.28125,0
246.9453125,0
247.59765625,0
248.2421875,0
248.87890625,0
249.51171875,0
250.15234375,0
250.796875,0
251.4296875,0
252.0234375,0
252.61328125,0
253.22265625,0
253.81640625,0
254.4375,0
255.08203125,0
255.71484375,0
256.34765625,0
256.9375,0
257.55078125,0
258.14453125,0
258.73828125,0
259.3046875,0
259.890625,0
260.4609375,0
261.0390625,0
261.62890625,0
262.30859375,0
263.1015625,128
263.8828125,128
264.6953125,128
265.48046875,128
266.23828125,128
266.94921875,0
267.60546875,0
268.23828125,0
268.8515625,0
269.44921875,0
270.0625,0
270.6953125,0
271.296875,0
271.90625,0
272.4453125,0
273.03515625,0
273.58984375,0
274.15234375,0
274.70703125,0
275.4140625,0
276.05078125,0
276.69921875,0
277.328125,0
277.9609375,0
278.5703125,0
279.15625,0
279.73046875,0
280.2890625,0
280.84375,0
281.3984375,0
281.953125,0
282.48046875,0
283.01171875,0
283.55078125,0
284.109375,0
284.73828125,0
285.421875,0
286.1015625,0
286.76171875,0
287.359375,0
287.98046875,0
288.60546875,0
289.20703125,0
289.83984375,0
290.41796875,0
291.0234375,0
291.60546875,0
292.1796875,0
292.7109375,0
293.29296875,0
293.859375,0
294.44140625,0
295.0234375,0
295.5859375,0
296.12890625,0
296.6640625,0
297.19140625,0
297.69140625,0
298.1875,0
298.6796875,0
299.1640625,0
299.6484375,0
300.16015625,0
300.82421875,128
301.54296875,128
302.47265625,128
303.26953125,128
304.0390625,128
304.8125,128
305.54296875,128
306.2890625,128
306.984375,128
307.65234375,0
308.30078125,0
308.93359375,0
309.5703125,0
310.203125,0
310.84765625,0
311.46875,0
312.09765625,0
312.7265625,0
313.34375,0
313.94140625,0
314.5234375,0
315.12109375,0
315.70703125,0
316.2890625,0
316.85546875,0
317.4375,0
318.015625,0
318.6015625,0
319.1796875,0
319.7578125,0
320.30859375,0
320.88671875,0
321.45703125,0
322.02734375,0
322.58984375,0
323.15234375,0
323.70703125,0
324.2578125,0
324.80859375,0
325.3515625,0
325.875,0
326.40234375,0
326.9296875,0
327.4609375,0
328.05859375,0
328.73046875,0
329.390625,0
330.0234375,0
330.6640625,0
331.3515625,0
332.0546875,0
332.74609375,0
333.3671875,0
334.0,0
334.59375,0
335.18359375,0
335.7890625,0
336.56640625,0
337.2578125,0
337.93359375,0
338.5859375,0
339.2265625,0
339.88671875,0
340.54296875,0
341.1953125,0
341.83984375,0
342.48046875,0
343.109375,0
343.77734375,0
344.53515625,0
345.31640625,0
346.1015625,0
346.83203125,0
347.5625,0
348.2578125,0
348.953125,0
349.62890625,0
350.3125,0
351.03515625,0
351.765625,0
352.47265625,0
353.1640625,0
353.8515625,0
354.49609375,0
355.171875,0
355.86328125,0
356.58203125,0
357.27734375,0
357.94921875,0
358.625,0
359.2890625,0
359.93359375,0
360.58203125,0
361.24609375,0
361.91015625,0
362.55078125,0
363.1796875,0
363.796875,0
364.39453125,0
364.96484375,0
365.515625,0
366.0703125,0
366.63671875,0
367.2265625,0
367.8515625,0
368.50390625,0
369.14453125,0
369.796875,0
370.453125,0
371.10546875,0
371.7421875,0
372.36328125,0
372.97265625,0
373.58203125,0
374.1953125,0
374.82421875,0
375.49609375,0
376.15625,0
376.8046875,0
377.4140625,0
378.015625,0
378.60546875,0
379.19921875,0
379.82421875,0
380.48046875,0
381.125,0
381.78125,0
382.4140625,0
383.05859375,0
383.75,0
384.4375,0
385.11328125,0
385.79296875,0
386.46875,0
387.13671875,0
387.7890625,0
388.4296875,0
389.06640625,0
389.734375,0
390.4296875,0
391.12890625,0
391.83203125,0
392.5,0
393.13671875,0
393.76953125,0
394.41796875,0
395.078125,0
395.78125,0
396.4765625,0
397.14453125,0
397.80859375,0
398.46875,0
399.109375,0
399.76171875,0
400.41015625,0
401.08203125,0
401.77734375,0
402.4296875,0
403.046875,0
403.640625,0
404.2265625,0
404.79296875,0
405.36328125,0
405.9453125,0
406.58203125,0
407.25390625,0
407.93359375,0
408.63671875,0
409.37109375,0
410.0859375,0
410.78125,0
411.42578125,0
412.05078125,0
412.6953125,0
413.3828125,0
414.08203125,0
414.7890625,0
415.51171875,0
416.23828125,0
416.98828125,0
417.73828125,0
418.4765625,0
419.21875,0
419.93359375,0
420.6484375,0
421.3515625,0
422.01953125,0
422.6640625,0
423.2890625,0
423.89453125,0
424.5390625,0
425.23828125,0
425.9140625,0
426.6015625,0
427.3046875,0
428.03515625,0
428.70703125,0
429.37109375,0
430.046875,0
430.74609375,0
431.421875,0
432.09765625,0
432.78125,0
433.48046875,0
434.1796875,0
434.875,0
435.58203125,0
436.26953125,0
436.94921875,0
437.6328125,0
438.32421875,0
439.06640625,0
439.8203125,0
440.5625,0
441.25,0
441.93359375,0
442.62890625,0
443.328125,0
444.0234375,0
444.75,0
445.51953125,0
446.28515625,0
446.98828125,0
447.69921875,0
448.44140625,0
449.2109375,0
449.98828125,0
450.71484375,0
451.421875,0
452.13671875,0
452.87890625,0
453.62890625,0
454.37109375,0
455.1171875,0
455.8828125,0
456.6484375,0
457.38671875,0
458.14453125,0
458.8828125,0
459.6015625,0
460.31640625,0
461.02734375,0
461.7578125,0
462.4765625,0
463.16796875,0
463.85546875,0
464.57421875,0
465.30859375,0
466.12109375,0
466.94921875,0
467.73046875,0
468.48828125,0
469.23046875,0
469.9375,0
470.6484375,0
471.375,0
472.10546875,0
472.82421875,0
473.58203125,0
474.33203125,0
475.09375,0
475.828125,0
476.50390625,0
477.203125,0
477.9375,0
478.7109375,0
479.484375,0
480.22265625,0
480.96484375,0
481.6640625,0
482.3828125,0
483.0703125,0
483.78125,0
484.52734375,0
485.26953125,0
486.00390625,0
486.75,0
487.50390625,0
488.2421875,0
488.9609375,0
489.6796875,0
490.38671875,0
491.08203125,0
491.78515625,0
492.46875,0
493.1484375,0
493.875,0
494.69921875,0
495.49609375,0
496.27734375,0
497.06640625,0
497.8671875,0
498.625,0
499.3671875,0
500.1015625,0
500.828125,0
501.52734375,0
502.23046875,0
502.9453125,0
503.703125,0
504.46484375,0
505.2265625,0
506.0,0
506.77734375,0
507.515625,0
508.234375,0
508.95703125,0
509.6796875,0
510.36328125,0
511.03125,0
511.703125,0
512.4140625,0
513.1640625,0
513.91015625,0
514.609375,0
515.3125,0
516.0234375,0
516.73046875,0
517.4296875,0
518.10546875,0
518.78515625,0
519.4140625,0
520.05078125,0
520.69921875,0
521.36328125,0
522.04296875,0
522.71484375,0
523.41796875,0
524.12890625,0
524.8203125,0
525.48828125,0
526.1484375,0
526.81640625,0
527.51171875,0
528.19921875,0
528.88671875,0
529.58203125,0
530.28515625,0
531.01953125,0
531.72265625,0
532.41796875,0
533.11328125,0
533.8046875,0
534.5078125,0
535.19140625,0
535.89453125,0
536.59375,0
537.31640625,0
538.01953125,0
538.734375,0
539.4609375,0
540.16015625,0
540.8203125,0
541.4609375,0
542.09765625,0
542.7578125,0
543.4453125,0
544.1171875,0
544.7890625,0
545.4609375,0
546.13671875,0
546.83984375,0
547.55078125,0
548.22265625,0
548.87890625,0
549.515625,0
550.15234375,0
550.78125,0
551.40234375,0
552.015625,0
552.625,0
553.23046875,0
553.83203125,0
554.44140625,0
555.04296875,0
555.64453125,0
556.234375,0
556.83203125,0
557.43359375,0
558.0546875,0
558.69140625,0
559.30859375,0
559.9140625,0
560.515625,0
561.14453125,0
561.78125,0
562.43359375,0
563.09765625,0
563.76171875,0
564.4375,0
565.10546875,0
565.76171875,0
566.42578125,0
567.0859375,0
567.75,0
568.41796875,0
569.0703125,0
569.734375,0
570.4375,0
571.16015625,0
571.88671875,0
572.609375,0
573.3125,0
574.015625,0
574.75,0
575.50390625,0
576.2421875,0
576.98046875,0
577.71484375,0
578.4296875,0
579.125,0
579.83203125,0
580.55078125,0
581.31640625,0
582.10546875,0
582.92578125,0
583.75,0
584.55859375,0
585.3671875,0
586.16015625,0
586.9375,0
587.703125,0
588.4609375,0
589.2109375,0
589.984375,0
590.76171875,0
591.5234375,0
592.25,0
592.9921875,0
593.69921875,0
594.37109375,0
595.015625,0
595.6484375,0
596.2890625,0
596.953125,0
597.6328125,0
598.31640625,0
598.9921875,0
599.671875,0
600.33203125,0
600.97265625,0
601.59375,0
602.1953125,0
602.8046875,0
603.3984375,0
604.00390625,0
604.62109375,0
605.27734375,0
605.94921875,0
606.6328125,0
607.30859375,0
608.05078125,0
608.80859375,0
609.50390625,0
610.17578125,0
610.859375,0
611.51953125,0
612.1796875,0
612.8359375,0
613.49609375,0
614.140625,0
614.7734375,0
615.4296875,0
616.12890625,0
616.8515625,0
617.58203125,0
618.296875,0
619.01171875,0
619.69921875,0
620.359375,0
620.99609375,0
621.62890625,0
622.2734375,0
622.94921875,0
623.640625,0
624.30078125,0
624.953125,0
625.59765625,0
626.25,0
626.9140625,0
627.59765625,0
628.328125,0
629.0859375,0
629.87109375,0
630.64453125,0
631.43359375,0
632.1953125,0
632.9296875,0
633.6640625,0
634.390625,0
635.08984375,0
635.8046875,0
636.5078125,0
637.23046875,0
637.953125,0
638.66796875,0
639.44921875,0
640.3203125,0
641.14453125,0
641.890625,0
642.62890625,0
643.33203125,0
644.04296875,0
644.72265625,0
645.37109375,0
646.03125,0
646.7265625,0
647.41796875,0
648.09375,0
648.73828125,0
649.40234375,0
650.08203125,0
650.78515625,0
651.5234375,0
652.26953125,0
653.0,0
653.734375,0
654.484375,0
655.21484375,0
655.91015625,0
656.58203125,0
657.24609375,0
657.890625,0
658.53515625,0
659.15625,0
659.76171875,0
660.36328125,0
660.96875,0
661.59765625,0
662.22265625,0
662.83984375,0
663.4453125,0
664.05859375,0
664.69140625,0
665.328125,0
665.984375,0
666.6953125,0
667.421875,0
668.18359375,0
668.94921875,0
669.71875,0
670.48046875,0
671.2421875,0
671.96484375,0
672.6484375,0
673.31640625,0
673.98046875,0
674.671875,0
675.40234375,0
676.1640625,0
676.94140625,0
677.6796875,0
678.3984375,0
679.1015625,0
679.78125,0
680.4609375,0
681.15234375,0
681.8359375,0
682.53515625,0
683.234375,0
683.921875,0
684.5859375,0
685.234375,0
685.89453125,0
686.55859375,0
687.22265625,0
687.890625,0
688.546875,0
689.1953125,0
689.83984375,0
690.50390625,0
691.1796875,0
691.87890625,0
692.578125,0
693.26171875,0
693.94140625,0
694.64453125,0
695.37109375,0
696.1015625,0
696.828125,0
697.53125,0
698.23828125,0
698.9453125,0
699.640625,0
700.34375,0
701.04296875,0
701.75390625,0
702.48828125,0
703.2109375,0
703.9296875,0
704.65625,0
705.36328125,0
706.06640625,0
706.81640625,0
707.53515625,0
708.25390625,0
708.94140625,0
709.6171875,0
710.28125,0
710.9609375,0
711.65625,0
712.375,0
713.11328125,0
713.828125,0
714.54296875,0
715.25390625,0
715.96484375,0
716.67578125,0
717.375,0
718.07421875,0
718.76953125,0
719.46875,0
720.1484375,0
720.82421875,0
721.50390625,0
722.1875,0
722.87109375,0
723.55078125,0
724.21484375,0
724.875,0
725.54296875,0
726.21484375,0
726.87890625,0
727.5234375,0
728.1640625,0
728.8046875,0
729.45703125,0
730.12109375,0
730.8203125,0
731.53125,0
732.26953125,0
732.99609375,0
733.73046875,0
734.44921875,0
735.171875,0
735.890625,0
736.60546875,0
737.296875,0
737.96484375,0
738.63671875,0
739.328125,0
740.02734375,0
740.734375,0
741.4140625,0
742.109375,0
742.80859375,0
743.50390625,0
744.18359375,0
744.87109375,0
745.55859375,0
746.25,0
746.953125,0
747.65625,0
748.3515625,0
749.046875,0
749.75,0
750.43359375,0
751.1015625,0
751.7734375,0
752.4609375,0
753.1484375,0
753.8203125,0
754.484375,0
755.16796875,0
755.8515625,0
756.55078125,0
757.22265625,0
757.8984375,0
758.578125,0
759.2578125,0
759.91796875,0
760.578125,0
761.234375,0
761.890625,0
762.5625,0
763.2421875,0
763.921875,0
764.61328125,0
765.33203125,0
766.05078125,0
766.7578125,0
767.46875,0
768.17578125,0
768.87890625,0
769.5625,0
770.265625,0
770.984375,0
771.69140625,0
772.3828125,0
773.0546875,0
773.7578125,0
774.45703125,0
775.1484375,0
775.82421875,0
776.50390625,0
777.16796875,0
777.82421875,0
778.4609375,0
779.0859375,0
779.69921875,0
780.31640625,0
780.94921875,0
781.59375,0
782.24609375,0
782.890625,0
783.54296875,0
784.19140625,0
784.86328125,0
785.5234375,0
786.1796875,0
786.8125,0
787.43359375,0
788.05078125,0
788.671875,0
789.3046875,0
789.9453125,0
790.59375,0
791.26171875,0
791.953125,0
792.703125,0
793.4296875,0
794.14453125,0
794.83984375,0
795.51171875,0
796.16796875,0
796.81640625,0
797.4453125,0
798.046875,0
798.64453125,0
799.234375,0
799.80859375,0
800.37890625,0
800.953125,0
801.53125,0
802.125,0
802.7265625,0
803.32421875,0
803.921875,0
804.51171875,0
805.1015625,0
805.68359375,0
806.24609375,0
806.8125,0
807.37109375,0
807.93359375,0
808.5234375,0
809.1640625,0
809.8984375,128
810.65625,128
811.4296875,128
812.1875,128
812.92578125,128
813.61328125,0
814.23828125,0
814.8671875,0
815.4921875,0
816.140625,0
816.8203125,0
817.53125,0
818.25,0
818.99609375,0
819.80078125,0
820.53125,0
821.234375,0
821.9375,0
822.6484375,0
823.37109375,0
824.0859375,0
824.7578125,0
825.40234375,0
826.046875,0
826.6875,0
827.31640625,0
827.953125,0
828.61328125,0
829.28515625,0
830.0,0
830.7421875,0
831.4453125,0
832.1484375,0
832.83203125,0
833.47265625,0
834.078125,0
834.67578125,0
835.26171875,0
835.84765625,0
836.46875,0
837.1796875,0
837.9921875,0
838.84765625,128
839.69140625,0
840.56640625,128
841.42578125,128
842.2578125,0
843.00390625,0
843.73828125,0
844.4609375,0
845.17578125,0
845.85546875,0
846.484375,0
847.09765625,0
847.703125,0
848.3046875,128
848.9453125,0
849.66015625,0
850.390625,0
851.109375,0
851.8046875,0
852.5,0
853.16015625,0
853.80859375,0
854.4453125,0
855.08203125,0
855.72265625,0
856.375,0
857.02734375,0
857.66796875,0
858.27734375,0
858.8671875,0
859.44921875,0
860.02734375,0
860.6015625,0
861.22265625,0
861.91015625,0
862.6015625,0
863.2734375,0
863.953125,0
864.6640625,0
865.3671875,0
866.06640625,0
866.76171875,0
867.44140625,0
868.140625,0
868.84375,0
869.52734375,0
870.17578125,0
870.81640625,0
871.43359375,0
872.046875,0
872.6640625,0
873.30078125,0
874.0078125,0
874.75390625,0
875.54296875,0
876.39453125,0
877.2109375,0
877.9765625,0
878.703125,0
879.40234375,0
880.046875,0
880.67578125,0
881.296875,0
881.9140625,0
882.5390625,0
883.19140625,0
883.84765625,0
884.48828125,0
885.12109375,0
885.7421875,0
886.37109375,0
886.99609375,0
887.63671875,0
888.2734375,0
888.90625,0
889.5234375,0
890.140625,0
890.7578125,0
891.37890625,0
892.0,0
892.625,0
893.234375,0
893.828125,0
894.38671875,0
894.93359375,0
895.46875,128
896.0,128
896.546875,0
897.16796875,0
897.83984375,0
898.4921875,0
899.1796875,0
899.84765625,0
900.54296875,0
901.3125,0
902.03125,0
902.703125,0
903.33984375,0
903.94140625,0
904.51953125,0
905.07421875,0
905.61328125,0
906.125,128
906.64453125,128
907.15234375,128
907.65625,128
908.16015625,0
908.70703125,0
909.25390625,0
909.9453125,0
911.0234375,128
911.94921875,128
912.80078125,128
913.6171875,128
914.484375,128
915.37109375,128
916.16796875,128
916.91796875,128
917.58984375,0
918.21875,0
918.8203125,128
919.39453125,0
919.94921875,0
920.48046875,0
921.00390625,128
921.515625,128
922.01171875,0
922.51171875,0
923.0078125,0
923.51953125,0
924.0859375,0
925.015625,128
925.875,128
926.796875,128
927.7578125,128
928.6875,128
929.58203125,128
930.54296875,0
931.39453125,0
932.15625,0
932.8828125,0
933.5625,128
934.2421875,128
934.91015625,128
935.61328125,128
936.27734375,128
936.94140625,128
937.58984375,0
938.24609375,0
938.86328125,0
939.47265625,0
940.09375,0
940.71875,0
941.34375,0
941.9609375,0
942.5703125,0
943.19921875,0
943.81640625,0
944.4453125,0
945.078125,0
945.71875,0
946.36328125,0
946.984375,0
947.609375,0
948.234375,0
948.875,0
949.5078125,0
950.1015625,0
950.68359375,0
951.26953125,0
951.8515625,0
952.41015625,0
952.97265625,0
953.53125,0
954.09765625,0
954.6875,0
955.3203125,0
955.9609375,0
956.6015625,0
957.21875,0
957.83203125,0
958.4296875,0
959.0078125,0
959.5703125,0
960.10546875,0
960.64453125,0
961.18359375,0
961.73046875,0
962.2890625,0
962.88671875,0
963.4609375,0
964.07421875,0
964.6484375,0
965.265625,0
965.95703125,0
966.67578125,128
967.390625,0
968.0859375,0
968.73828125,0
969.390625,0
970.01953125,0
970.640625,0
971.26953125,0
971.86328125,0
972.453125,0
973.05078125,0
973.6640625,0
974.359375,0
975.14453125,0
975.96875,0
976.72265625,0
977.44140625,0
978.171875,0
978.90625,0
979.62109375,0
980.3125,0
981.0,0
981.6640625,0
982.34375,0
983.0234375,0
983.6328125,0
984.23046875,0
984.8125,0
985.39453125,0
985.96484375,0
986.5234375,0
987.09765625,0
987.6796875,0
988.25390625,0
988.83203125,0
989.44140625,0
990.0703125,0
990.65234375,0
991.22265625,0
991.78515625,0
992.33984375,0
992.91015625,0
993.5390625,0
994.234375,0
994.98046875,128
995.67578125,0
996.4140625,128
997.125,0
997.78515625,0
998.43359375,0
999.078125,0
999.72265625,0
1000.390625,0
1001.0546875,0
1001.703125,0
1002.3359375,0
1002.93359375,0
1003.50390625,0
1004.07421875,0
1004.6484375,0
1005.23046875,0
1005.828125,0
1006.45703125,0
1007.109375,0
1007.765625,0
1008.40625,0
1009.0703125,0
1009.765625,0
1010.46875,0
1011.15625,0
1011.83984375,0
1012.51953125,0
1013.203125,0
1013.8515625,0
1014.50390625,0
1015.1484375,0
1015.78125,0
1016.40234375,0
1017.03125,0
1017.671875,0
1018.32421875,0
1019.0234375,0
1019.7109375,0
1020.4296875,0
1021.125,0
1021.8359375,0
1022.54296875,0
1023.23828125,0
1023.8984375,0
1024.56640625,0
1025.234375,0
1025.89453125,0
1026.51953125,0
1027.15234375,0
1027.77734375,0
1028.40625,0
1029.015625,0
1029.64453125,0
1030.29296875,0
1030.96875,0
1031.609375,0
1032.2578125,0
1032.90234375,0
1033.546875,0
1034.1640625,0
1034.765625,0
1035.359375,0
1035.95703125,0
1036.58203125,0
1037.23828125,0
1037.890625,0
1038.515625,0
1039.1171875,0
1039.69921875,0
1040.27734375,0
1040.85546875,0
1041.4375,0
1042.0,0
1042.57421875,0
1043.1640625,0
1043.77734375,0
1044.421875,0
1045.06640625,0
1045.6796875,0
1046.31640625,0
1046.9453125,0
1047.59375,0
1048.2421875,0
1048.9296875,0
1049.6171875,0
1050.28125,0
1050.921875,0
1051.546875,0
1052.13671875,0
1052.72265625,0
1053.3046875,0
1053.92578125,0
1054.59765625,0
1055.31640625,0
1056.0390625,0
1056.7265625,0
1057.41796875,0
1058.109375,0
1058.79296875,0
1059.48046875,0
1060.1875,0
1060.88671875,0
1061.53515625,0
1062.1796875,0
1062.8046875,0
1063.41796875,0
1063.99609375,0
1064.56640625,0
1065.1328125,0
1065.703125,0
1066.296875,0
1066.88671875,0
1067.48046875,0
1068.08203125,0
1068.6953125,0
1069.296875,0
1069.875,0
1070.44140625,0
1071.0,0
1071.55078125,0
1072.09375,0
1072.6328125,0
1073.15625,0
1073.671875,0
1074.17578125,0
1074.67578125,0
1075.171875,0
1075.66796875,0
1076.1640625,0
1076.6953125,0
1077.39453125,128
1078.1640625,128
1078.91796875,128
1079.67578125,128
1080.40234375,128
1081.1171875,128
1081.86328125,128
1082.58984375,128
1083.2890625,128
1083.96484375,0
1084.6484375,0
1085.35546875,0
1086.07421875,0
1086.7421875,0
1087.390625,0
1088.0234375,0
1088.67578125,0
1089.3671875,0
1090.0546875,0
1090.74609375,0
1091.44921875,0
1092.1171875,0
1092.74609375,0
1093.35546875,0
1093.95703125,0
1094.578125,0
1095.25,0
1095.95703125,0
1096.6875,0
1097.4296875,0
1098.16796875,0
1098.9140625,0
1099.64453125,0
1100.34375,0
1101.03515625,0
1101.70703125,0
1102.34375,0
1102.96484375,0
1103.57421875,0
1104.1875,0
1104.82421875,0
1105.53515625,0
1106.3671875,0
1107.14453125,0
1107.8984375,0
1108.59375,0
1109.26953125,0
1109.9375,0
1110.6484375,0
1111.37890625,0
1112.0859375,0
1112.7578125,0
1113.4140625,0
1114.07421875,0
1114.75390625,0
1115.3984375,0
1116.03125,0
1116.65625,0
1117.2890625,0
1117.94921875,0
1118.65625,0
1119.38671875,0
1120.07421875,0
1120.71875,0
1121.32421875,0
1121.91015625,0
1122.46875,0
1123.0234375,0
1123.58203125,0
1124.140625,0
1124.68359375,0
1125.21875,0
1125.74609375,0
1126.26953125,0
1126.79296875,0
1127.31640625,0
1127.85546875,0
1128.421875,0
1129.0859375,0
1129.921875,128
1130.85546875,128
1131.80078125,128
1132.625,128
1133.33984375,0
1133.97265625,128
1134.5703125,0
1135.15625,0
1135.7421875,0
1136.37890625,0
1137.10546875,128
1137.91796875,128
1138.6875,0
1139.4296875,0
1140.1875,0
1140.921875,0
1141.61328125,0
1142.24609375,0
1142.875,0
1143.51171875,0
1144.171875,0
1144.8984375,0
1145.62890625,0
1146.34765625,0
1147.05859375,0
1147.7578125,0
1148.453125,0
1149.1171875,0
1149.76171875,0
1150.38671875,0
1151.01171875,0
1151.63671875,0
1152.23046875,0
1152.83203125,0
1153.44140625,0
1154.078125,0
1154.83984375,0
1155.7421875,128
1156.59375,0
1157.40625,0
1158.1796875,0
1158.9296875,0
1159.6484375,0
1160.3046875,0
1160.921875,0
1161.53125,128
1162.14453125,0
1162.79296875,0
1163.5546875,0
1164.34765625,0
1165.0859375,0
1165.78515625,0
1166.47265625,0
1167.171875,0
1167.87890625,0
1168.61328125,0
1169.3203125,0
1170.01953125,0
1170.68359375,0
1171.2890625,0
1171.87890625,0
1172.45703125,0
1173.0234375,0
1173.60546875,0
1174.25,0
1174.9609375,0
1175.609375,0
